AccountName,gameId,isPositive,review,Polarity
Vanillasushi,219740,Recommended,"sound fx ( good score ) : matches the game , although some ( mostly minor ) animations seem to be missing sound effects ( laser badge )",1
Degauze,253230,Recommended,"addictive , pure goory fun and an amazing soundtrack",1
Porcupine,238460,Not Recommended,"while i appreciate the fact the game falls into an under served niche , is developed by a small studio , has decent music , etc .",1
paisley83,238460,Recommended,the soundtrack is superb and makes me feel like a bad .,1
Nibbler,219150,Recommended,the music is fantastic .,1
Elite Bean Dip,4000,Recommended,even the wonderful music adds to the effect .,1
Yung Wolf,253230,Recommended,all the a kick soundtrack of synth and house music that thunders wildly in the background .,1
𝓗𝓪𝓻𝓿𝓪𝓻𝓭,698780,Recommended,"at other times , the tempo and general tone of the music had a huge impact on my emotions .",1
Romenics,253230,Recommended,very good and atmospheric music .,1
yesorno,219740,Recommended,best soundtrack to a game ever .,1
jstubbles,698780,Recommended,"when the main menu loads , you re greeted with one of the game s highpoints it s soundtrack .",1
LegitGinger,238460,Recommended,the soundtrack is one of the best in recent years too .,1
Bye Bye Beaners ty for elo,238460,Recommended,"but the music , oh sweet lord the music .",1
Kasser,238460,Recommended,it is a homeage to the 80s retro electronic sounds you hear usually in action movies .,0
Neppu Tennouboshi,698780,Recommended,"there are many examples , but this is to say that the work on the music is fantastic , from creating memorable , cute tracks with only a few leitmotifs , to creating very creepy atmospheres with tiny changes in act 2 .",1
Hesperidean Cider Drinker   ★,219150,Recommended,the music suits the game perfectly .,1
Seegson Synthetics,219740,Recommended,the music always seemed to fit the moment and that s not always easily done in any medium .,1
Blank,238460,Recommended,don t even get me started on the sounds and the music .,0
KRAUSER-SAMA,219740,Recommended,"+ sound : this section on music and sound design is probably the weakest , at least in my opinion , of the pros .",1
TheAquaticApe,219150,Recommended,sadistic fun and a great soundtrack .,1
Indie,219150,Recommended,"the feeling in each season s music is absoloutly perfect : spring feels like as if everything is new , summer has the hype of it , fall feels sad and at the same time it makes you smile , and winter feels lonely and cold .",1
Predysto,4000,Recommended,"really well made after that , it was very creepy , i felt uneasy playing the game , the horror atmosphere was intense .",1
mark | dj.,253230,Recommended,the sounds get the job done and the voice overs ( the narrator and mom ) are very well done .,1
AshyGreen,253230,Recommended,"btw , just to illustrate what going above and beyond looks like , the hub map music has 20 separate versions , played around different parts under different scenario .",1
Vampyri,238460,Recommended,the binding of isaac really shines in the audio department .,1
-c,698780,Recommended,"the soundtrack is limited , but the music is catchy while still fitting the atmosphere .",1
tvdinner,413150,Recommended,"it has an extensive item making system , the music is very appropriate in setting the mood of whatever enviroment you re in at the time , and its always being expanded with new stuff .",1
The Dark Apostle,219740,Recommended,"good music , nostalgic in nature , but does enough that s new that you re discovering , no matter what your experience level with these sorts of games .",1
Excuritas,238460,Recommended,"a great , piano based soundtrack deviations possible .",1
Indie,238460,Recommended,and the most important thing that harvest moon did not have is the town and its atmosphere .,1
-3xplos1on,253230,Recommended,( the soundtrack is fantastic as well ) a must buy for platforming / adventure fans,1
Docmore,219740,Recommended,"worth every penny , awesome soundtrack",1
Futarias Gremory,219740,Recommended,"the cut scenes are pretty silly / funny , along with the music .",1
El Barto,219740,Recommended,"fast fun with this one , if you feel stressed and want to vent some , play this game , oh and the soundtrack oh lord dat soundtrack .",1
A Floating Cat Head,253230,Recommended,"i ve only played the spring portion of the game thus far and i ve found the music for spring to have , well , grown on me as i was going about my daily business .",1
Lt. Jayda (The Bougiest),238460,Recommended,sound and music are fan effin tastic .,1
Stevoisiak,219740,Recommended,"this adorable game takes from the platforming greats of banjo kazooie , super mario sunshine , and psychonauts , then infuses it with the most cute and charming atmosphere i ve ever seen in a game .",1
Vintage Party Crasher,253230,Recommended,"feeling a need to punch , shot , cut , smash some skulls with a pulsating soundtrack just grab a mask and kill some .",1
Cole,253230,Recommended,"a hat in time is a fantastic game , with excellent platforming , amazing gameplay , and a rich and vibrant world full of great level design and beautiful music .",1
J211,253230,Recommended,best soundtrack of 2012 visceral murder phil the fish wat r u doin readin dis mang go buy and play this game .,1
Neppu Tennouboshi,219740,Recommended,"this is a very risky move in my opinion because the music can easily feel repetitive and annoying , however , each track has it s own feeling despite sharing lots of similarities , they express different emotions , and fit different scenarios .",1
Twili,219740,Recommended,"plus , each level is unique and varied , with bucket loads of atmosphere .",1
pcfst,113200,Recommended,love the music,1
𝓗𝓪𝓻𝓿𝓪𝓻𝓭,698780,Recommended,"though there are occasional jumpscares and instances of gore , i noticed a lot of the fear and suspense built by this game was through the use of the music .",1
Atomskin,238460,Recommended,if you like games with random comments and sound effects from the narrator .,0
ハスクオーボン,253230,Recommended,the sound is a + material this might be one of the best soundtracks i ve heard in gaming .,1
kazooiey,294100,Recommended,in my 150 hours of playing ( plus extra time not listed here such as xbox 360 and psvita ) the music never got boring .,1
Zippy,253230,Recommended,a special nod to the music .,1
megaC,219740,Recommended,it is taking me alot of time to get my achievements ( 100 ) xd at first i thought the music was pretty annoying but now i love it,1
Johnnytwobyfour,253230,Recommended,"the ambient music fits each area , season , and location perfectly .",1
Hirato Kirata,253230,Recommended,the one thing i have to praise above all else is the soundtrack .,1
Del Mingus,294100,Recommended,the soundtrack is great too .,1
KRAUSER-SAMA,219150,Recommended,"that can sound interesting or boring to you , what s important is that there s no middle , not yet , not until you take the helm and lead your colony on that path .",0
Frag_Girl,253230,Recommended,you start to hum the music at work .,1
Eral,4000,Recommended,"a lot of , if not all of the soundtrack uses piano which both , provides some really good tunes as well as links back to the game as one of the characters meantions she plays piano .",1
Bushwacker,4000,Recommended,"with its absolutely beautiful soundtrack reminiscent of both prison architect s ( same composer , i think ) and poking a teeny bit at the nostalgia for firefly , the world feels both alive , and interactive .",1
firetntninja,219740,Recommended,don t forget the awesome soundtrack by pascal michael stephen,1
Pewt,219740,Recommended,"the sounds are pretty basic and get the job done , but you ll probably want to put on some music while you play .",-1
Hamstone,219740,Recommended,hotline miami is a fast paced puzzle / action game with wonderfully gory pixel art graphics tied together with an amazing 80 s inspired soundtrack and motif .,1
gretgor42,219740,Recommended,"subcon forest is probably my favorite , due to the amount of optional sections full of stuff to find , combined with the sweet , sweet dark atmosphere that i m just in love with .",1
xinoxer,698780,Recommended,boss fights theme is a rock on unique effects sounds cooooooooooooooool .,1
Hawns,413150,Recommended,"this game is awesome it allowsfor any genre , mass enemy slaughter , exploration , mining , bosses , great music , easy and hard modes , and is overall a great game .",1
D3THTR00P3R,219740,Recommended,i find myself playing other games to the miami hotline soundtrack .,1
jb1234,219740,Recommended,other assets include a solid soundtrack and often witty writing .,1
Fachasaurus,253230,Recommended,really fun music too .,1
Cytek,698780,Recommended,"good story , and a unbelieveable need to grow just one more set of crops : ) hidden tasks , jobs , and secrets are there to discover and the music is phenominal .",1
The Baron,294100,Recommended,the graphics style works well for the game and the music is outstanding .,1
MarMar 🌸,219740,Recommended,"the characters are lovable , and the music will remain stuck in your head long after you ve finished the game .",1
The Cockatrice,219740,Recommended,"there s so much variety regarding it , each level having its own unique music and there are even remixes of said levels you can collect .",1
Lunatica 🐰,219740,Recommended,"the spooky bits are filled with spooky music , the lively towns emit joyful tunes .",1
Anxarcule,238460,Recommended,one other note the soundtrack is absolutely stellar and really sets the theme .,1
Ur hot step-bro,238460,Recommended,good killer soundtrack .,1
Wafflehund,219150,Recommended,"pure , unbridled brutality to a thumping 80 s retro soundtrack count me in .",1
Krypt_on,253230,Recommended,"cool retro style , wonderful music .",1
wh1sper!,253230,Recommended,"short version : the game has alot of interesting and varied levels , with an amazing soundtrack and alot to explore .",1
Vampyri,253230,Recommended,"from the introduction to the credits , the music and sound effects are excellent .",1
AwesomeNick,253230,Recommended,"and don t even get me started on the soundtrack they really knocked it out of the park , it s like the undertale soundtrack of 2017 .",1
jstubbles,219150,Recommended,"it s a great accompaniment to the game s sound design , which showcases well balanced soundfx across the board .",1
Vampyri,4000,Recommended,the soundtrack really nails the morose theme perfectly and some of the end game sound effects get stuck in my head for days at a time .,1
Mittsies,219740,Recommended,i absolutely love rw s music .,1
PhantomFoxKyo,238460,Recommended,the music is catchy and sets the mood for each conversation .,1
Naop,238460,Recommended,top notch voice acting and music .,1
Exelus,294100,Not Recommended,"at the very least , the soundtrack is great .",1
BobaHMT,219740,Recommended,i especially enjoy the sounds of screaming rabbits .,1
Higher Mind,4000,Recommended,and the music is just awesome .,1
Mr. Bear,219150,Recommended,all you need is a playlist of your favorite music and a nice glass of your favorite refreshment and you re ready to create a beautiful new world .,1
The Cockatrice,253230,Recommended,+ amazing soundtrack .,1
sharktemplar,219740,Recommended,"that results in forgettable and filler music , which nobody with decent taste really enjoys .",-1
Abraxasu,238460,Recommended,"if you re going to buy the game , thoroughly consider purchasing the soundtrack along with it .",1
LeGit,219150,Recommended,"while most is just charming background music , the final three songs on the soundtrack , along with the good times the free game gave me , made it feel more than worth the asking price as is .",1
Rahu X,253230,Recommended,and of course the soundtrack .,0
x-st,238460,Recommended,plus the music is charming now that s a lot of words not really describing what ddlc is really about or why you should give it a go .,1
Logic,219150,Recommended,trippy soundtrack .,1
Dr.Shadowds 🐉,219740,Recommended,"great music , great fashion choices , lots of things to do .",1
Mittsies,219740,Recommended,"the audio on the other hand , is great .",1
lav,219740,Recommended,why am i killing white suited bald russian mobsters i dont know but there s blood everywhere and this techno music is blaring in my ears ( good score ),1
Ðeus Invictus,219740,Recommended,hotline miami : a game with a soundtrack better than the game itself .,1
Garmr,219740,Recommended,has a bit of a drive atmosphere to it .,0
Kolo,238460,Recommended,one of the few games where i keep the music on after all this time playing .,1
ニューロ,219740,Recommended,"the game itself is just generally really fun , whether you re exploring , you re completing objectives , it s really neat the music is great , the visuals are nice , and the atmosphere and the dialogue is really good , there s not really much to say , other than this is a brilliant game",1
Fruity Senorita,219150,Recommended,relentlessly violent gameplay drives the whole plot perfectly along with a delicous synth soundtrack and repulsive art style to boot .,1
Megurine Luka,238460,Recommended,"also , do not forget about the music , which keeps the level .",1
bidoofus,219740,Recommended,i can t help but hum along with the main theme of the overworld and intently listen to the small sounds that re made when mining with a pickaxe of some sort .,1
BrexitBoy,238460,Recommended,ice suckas to awesome music ( good score ) would bang,1
100% Hippo,219740,Recommended,the music is fantastic .,1
Shadeem,238460,Recommended,"on a personal note i can say that i find the game / music very relaxing and chill , it is how i would describe the game , relaxing punctuated by moments of tension later edit .",1
peony,219740,Recommended,"edit : also , great music .",1
BlueAura,219740,Recommended,"full voice acting for major and minor characters , lots of fun and entertaining dialogue .",1
l2el3ecCa,219740,Recommended,and the last thing that will be the good point for this game is about the music .,1
Spooky Glare,113200,Recommended,the soundtrack is awesome .,1
templeH,219740,Recommended,"to begin , the soundtrack is phenomenal .",1
ChicoPudding,219740,Recommended,listened to some amazing music while at it too,1
Exuma,253230,Recommended,"can t even praise the music enough , seriously music alone is a reason to buy this game .",1
Villermen,219740,Recommended,"humorous commentary all the time , but as usual with voice lines they get boring after you hear them a hundred times .",-1
Internet Ham,219150,Recommended,other fun : the music is extraordinary in how good it is .,1
A Floating Cat Head,698780,Recommended,"it was enough to convince me to buy the soundtrack , to support the developer further .",1
Definitely not a Lolicon,113200,Recommended,"it s got very nice atmosphere , lots and lots of stuff to do , monsters to slay or treasures to find etc .",1
Meneldil,238460,Recommended,"the music , created by several electro indie bands , ranges from pretty good to holy crap that s awesome i can t stop dancing .",1
jc ham,219740,Recommended,the little touches here and there add to a real sense of atmosphere .,1
Vegatrip,219740,Recommended,"i yell at the squeaker , telling him this isnt over in my tearful voice .",1
vladde TF:GO,253230,Recommended,"the soundtrack is amazing , it gets you pumped up everytime .",1
omega64,253230,Recommended,i love the soundtrack and all but one character .,1
#NAME?,253230,Recommended,it will have you playing for a lot of time trying to het everything too and the music is rather crazy byr really good .,1
Future Idiot,219740,Not Recommended,so the music is very well done .,1
yardyknee,219150,Recommended,soundtrack .,0
Optic Blasst!,219740,Recommended,"great game , faqing brilliant soundtrack",1
Fuchs,238460,Recommended,"the soundtrack is awesome , i love all of the tracks .",1
Zippy,219740,Recommended,"in particular the game has a context system for the music , so when you re near certain places or engaged in certain activities the music will seamlessly shift appropriately .",1
ʟᴏʀᴅ ᴠᴇɢᴀ ☆,219150,Recommended,likes the sound of rain 3 .,1
Homura,219740,Recommended,"not much story , simple and addictive gameplay , memorable and not so memorable bosses , somewhat dark theme to it , and a great soundtrack .",1
Neppu Tennouboshi,4000,Recommended,"poem panic is a cute music track which still has what it takes to fit the argument between natsuki yuri , but it s still very innocent .",1
Weydabomb,219150,Recommended,"one fo the best , if not the greatest soundtrack in the world .",1
Mugen,219740,Recommended,"one of the best things about this game is the music , oh boy the sweet sounds of this game given to us by mr .",1
Thorgrax,698780,Recommended,"he offers a mishmash of techno , dubstep and chip music that will enhance the feeling of anxiety that you will get playing this .",1
Eigan123,253230,Recommended,"mindful players will recognize nostalgic sections / references amongst specific tunes ( but it s not a prerequisite , as the soundtrack , as a whole , is fantastic enough to listen to as a standalone , without the coat of nostalgia to cast judgment ) .",1
Yogurt [8] Happy Holidays,698780,Recommended,"amazing game and i love the soundtrack , totally worth the money",1
AnotherChrisGuy,219740,Recommended,the soundtrack in this game is amazing .,1
Rey,253230,Recommended,this game also has a lot of jokes xd great soundtrack buying the soundtrack pack is a must,1
Gorgo the Orc,219740,Recommended,"while some may be disappointed did not hear the kind of crackpot language that rareware introduced in banjo kazooie , it is nice to hear the pleasant sounds of hopping and bopping , pleasant voices coming from the right characters , and so on .",1
LeGit,4000,Recommended,but you do get the soundtrack .,0
Cinny,698780,Recommended,i ve been ugly crying because of the wholesomeness of monika s voice .,1
Xelatross,219740,Recommended,"i decide to put my voice impressions to the test , and narrate it for him as i play along .",0
Marked One,219740,Recommended,"the music will change dynamically depending on your location and what is happening , and is done pretty much perfectly .",1
Voltedger,219150,Recommended,"you will experience some smooth , nice and dandy atmosphere at the beginning which eventually takes a sharp turn .",0
bmar,253230,Recommended,stamper s voice was one of the main reasons why i bought this game .,0
Slaanaroth,219740,Recommended,still listening to the soundtrack years after .,1
WhiteAndBlack,253230,Recommended,did i tell how good the soundtrack is yet it s another aspect that is really spot on .,1
Tiwill,253230,Recommended,now it s time to talk about the fantastic soundtrack .,1
appelpie,219150,Recommended,"don t forget the music , as well .",1
Rob,219740,Recommended,the soundtrack enhances the expirence all the more with excellent alternative or electronic music to jam along .,1
CaptainBullitCushion,219740,Recommended,"if it sounds like it s up your alley , grab it ( on sale or not ) .",1
Duskylyon,219740,Recommended,"plus much more i have to give gear major credit as an indie company with their first game , the voice acting is fantastic .",1
static,219150,Recommended,comes with an intriguing ai and hypnotic soundtrack .,1
Crustite,253230,Recommended,i also want to point out the voice acting in this game .,0
Rikuu The Werewolf Riolu,219740,Recommended,this whole game with the voice acting and everything else is just a big bundle of joy,1
Keychain,253230,Recommended,the characters you interact with are well voice acted and full of character .,1
Mugen,294100,Recommended,every level having its own theme and even bosses have their own music to get pumped to .,1
willsama974,698780,Recommended,"great soundtrack , check .",1
Cup of n00bles,219740,Recommended,"the music not only fits in well with the game s stages , but with the feel of the game and genre as a whole .",1
adam,253230,Recommended,"the soundtrack , yet calming , is very appropiate and fitting for the game .",1
Twelve -iwnl-,219740,Recommended,troughout the game you acquire masks that give you different buffs and debuffs amazing soundtrack .,1
Dunkan85,253230,Recommended,"after spending basically every second of free time i had the last few days playing through this game , buying the soundtrack and for the first time in my life for a game actual merchandise and ruining any plans i had of having a half decent sleeping schedule for the rest of the week , it would be remissive of me not to write a review for what might very well be one of my new favourite games of all time , wouldn t it now i ve personally taken to describing this game as mario odyssey for the people who don t care about mario odyssey , which i do think is probably the closest i could get to trying to sum up this crazy , disjointed , beautiful mess of a game .",1
totallynotjon_,253230,Recommended,this soundtrack .,0
Mercury,253230,Recommended,"absolutely brilliant , gotta love the music by the guy who did the banjo kazooie soundtrack .",1
Crustite,219740,Recommended,so far every piece of music the game offered me was a delight to my ears .,1
laika,219740,Recommended,"you then put on a mask and murder a homeless man , vomit , and go home , followed by strange visions and electronic music playing in your head .",1
Potatti,219740,Recommended,the game also has a really solid soundtrack overall .,1
Rahu X,253230,Recommended,each has amazing music to accompany them .,1
Robbaz,4000,Recommended,"the game got great music , i love autistic guitars even thou the music is clearly rip off a dogs life .",1
Cpt. Seth,219740,Recommended,the music is absolutely incredible and sends shivers down my spine .,1
¡× RedFrix ×!,4000,Recommended,cool music : the soundtrack is nice .,1
Scooter,219740,Recommended,a hat in time s music fits in so perfectly and exemplifies the delightful nature of the game .,1
Mantis,238460,Recommended,"so what did happen yesterday , while randomly browsing games in steam s shop , i clicked on the game tag good soundtrack and was directed to this particular game .",0
jstubbles,294100,Recommended,"as noted before , the soundtrack of the game does not disappoint .",1
Bironic,219150,Recommended,2 ) the music is amazing and much high quality than expected .,1
Seegson Synthetics,698780,Recommended,it s also got some of the best music i ve heard in a game .,1
Koop (not gone forever),238460,Recommended,400 louder than any other sound in game .,0
KRAUSER-SAMA,238460,Recommended,"the sound in this game certainly has its moments ( particularly when there s utter chaos hehe ) , but the real girth of this game lies in the aforementioned points .",1
Cade,253230,Recommended,"these are far from the only standout songs , though : the entire soundtrack is a delight , with each track suited perfectly for its area .",1
Emperor Gandhi,219740,Recommended,but this game s charm also ties into its audio .,1
Future Idiot,219740,Not Recommended,the conductor s voice actor was also pretty awesome since he reminded me so much of david tennant .,1
Misu,238460,Recommended,the soundtrack is simply amazing .,1
Snickerd00dle: The Gaming Ferret,698780,Recommended,with its g orgeous soundtrack that may use the flute .,1
Bilstar,219740,Recommended,and it s got a bangin soundtrack .,1
Spoiled Milk,219740,Recommended,"also , please make a way to create your own characters in a simple way , such as a character creation option , where you can draw a character in each frame , change their sound to one of the character sounds , and choose their heath , sanity , hunger and other stats .",0
Cuckstradomus,4000,Recommended,"can t wait to see what happens when the final updates are pushed , but as is it is a fantastic play great soundtrack , too post lauch update : this game has only gotten better with the 1 .",1
ErickaUnlimited,219740,Recommended,"you ll seek out yarn to craft , rift tokens to unlock special hats , music and customizable outfit colors as well as ancient relics strewn about the landscape .",0
ChaosSinfulRose,219740,Recommended,"character , not to mention voice acting , i recommend this .",1
Zet,294100,Recommended,"i recommend buying the original , if you are already through with rebirth and : want to see , where rebirth came from and how the original incarnation played differently want to listen to an , in my humble opinion , slightly better soundtrack but that s highly subjective",1
#tiny.,238460,Recommended,the creators honestly did an absolutely amazing job because the atmosphere gave me shivers once it had that switch .,1
Ryan Dorkoski,4000,Recommended,the music and events and dialogue all really suck me into whats going on .,1
Megurine Luka,219150,Recommended,all accompanied by a good soundtrack .,1
Not_Zacattack410,219150,Recommended,"i cannot stress how amazing the soundtrack is , it really adds to the mood and fuels your massacre .",1
Lv 420 Swag Godfather,219740,Recommended,even the music itself is worth the money .,1
B∞mer,219150,Recommended,"the game s quick turns from sweet , to morbid , to sweet , and back to morbid and bizarre , is fully backed and sold by the game s beautiful sound design .",1
Eigan123,253230,Recommended,"simply put , this soundtrack is one to hold in high regard , in and outside of the game .",1
giggs,253230,Recommended,"to music fans and music enthusiasts , the ost would definitely be worth the purchase , as well as this game , of course .",1
jc ham,219740,Recommended,"top all of this with the ludicrously good , chill inducing soundtrack and it s fantastic .",1
Farmy,294100,Recommended,the ambient sounds are sometimes a bit overwhelming .,-1
sharktemplar,219740,Recommended,the goal is to align a specific type of ( tolerable ) sound / tone of voice with a character s expressions / motivations / characteristics .,0
Andrew YangGang,253230,Recommended,the voice acting is just too good i can t handle the severe amount of dry but funny humor the voice actor throws at the players face while playing and during cutscene s .,1
Johnnytwobyfour,219740,Recommended,"some mods add more sounds into it , but i feel at this point to be totally unnecessary .",0
★ Bartes ★,219150,Recommended,this title also has an amazing soundtrack as well as well developed gameplay .,1
Akio,4000,Recommended,"if you got the cash , buy the fan dlc to support the devs and for the bittersweet piano soundtrack .",1
AssassinGlasgow,219740,Recommended,"the game will mess with character sprites , mess with the music , and mess with your ability to have choices .",0
Mama Bear,253230,Recommended,"the storyline is extremely strong and gameplay is smooth and quick , but nothing could overcome the perfect soundtrack .",1
Mr.CookiePuding,219740,Recommended,pros : + cute artstyle + good level design + good voice acting + good character design + amazing soundtrack,1
PompfMompf.com,219740,Recommended,the music is incredible .,1
shishkababoo,238460,Recommended,the neon pixel visuals and pumping 80 s esque music instanlyy makes it one of my favorite games ever .,1
lone,4000,Recommended,"sprites will be garbled , music will speed up or slow down depending on the nature of the events occuring , and characters will speak in garbled text that puts what they may want to say in a more crude way .",0
