AccountName,gameId,isPositive,review,Polarity
Thorgrax,113200,Recommended,"a weak point of this game is , that it gets repetitive .",-1
Maelstrom,219150,Recommended,"the enemy spawning level is insane , and they all follow 1 of maybe 3 different ai path finding systems , leading to zero variety .",-1
Vashek,413150,Recommended,if i had one complaint id say i dislike the time management aspect of the game but its the core mechanic and i get it .,-1
Callcenter of the Void,4000,Recommended,the next issue i have is the combat .,-1
[KwZ],4000,Recommended,beyond the third year can be very repetitive and money is not a problem anymore but i'm sure the developer is constantly working to improve that .,-1
bartuś,698780,Recommended,it's great if you don't really care about the gameplay and just want to hear a nice story .,-1
Brutal Dumbass ☢,105600,Recommended,new loot though from bosses but i had wished more exclusive loot from enemies as well or new enemies as well .,-1
:wq,219740,Recommended,"they're not very memorable in the sense that if you were to drop me in a random part of a level , i d have difficulty identifying exactly where i was .",-1
TV,219740,Recommended,"i suppose it still lacks any grind , though .",-1
Ghennkin,4000,Recommended,"i'm fine with losing to non rng situations , but not rng ones outside of my control .",-1
Exelus,219150,Not Recommended,"all of these complaints would be forgiven if the actual gameplay was fun and engaging , but it's not .",-1
Shearman360,219740,Recommended,a lot of the mechanics such as the dive and the tight ropes are ripped straight out of it .,-1
avaster,219150,Not Recommended,"1 hauling is also a bad mechanic , why do the colonists just pick up for example 1 tshirt when they can use their whole inventory 4 .",-1
Mr. Smiles,4000,Recommended,some bugs and oddities affect gameplay adversely .,-1
Mellow_Online1,253230,Recommended,"i don't mind them but a visual novel is incredibly lackluster in its gameplay as it is what it is , a visual novel .",-1
Kasdeya,294100,Recommended,"the problem is that once you press jump to location in the letter , this option disappears and you must find the enemies again by looking all over the map if you want to check the location one more time .",-1
Tiwill,253230,Recommended,"but , personally , no air control just means you get to control your character less frequently , which isn't as fun .",-1
PenguinsWillLickYou,4000,Recommended,minecraft is repetitive .,-1
emperortomato,219150,Recommended,"i played the game on a 360 pad , which generally works well , although the controls may be the game's biggest flaw .",-1
Portponky,253230,Recommended,i mean all the item effects and enemy patterns are so randomly put together that it feels badly designed and unfair almost all the time .,-1
King Link,253230,Recommended,"there are camera issues , and control issue , the jump homing attack worked about a half to a third of the time i tried it .",-1
mecklenberg,294100,Recommended,"in essence , the player is fighting the inadequacies of the combat system , rather than the system itself .",-1
Mumra,294100,Not Recommended,i'll conclude this review by listing some specific things that i think badly need addressing going through this list it becomes apparent just how nearly every single mechanic in the game feels majorly lacking .,-1
avaster,238460,Not Recommended,"do you ever get that time when you just click on a button for the colonist to do something for example : i get someone to haul a dead body or rescue a friends or something , oh wait , whats that why are they walking off i thought i assigned you to do my task this is an important issue that the devs have to compete to , and i had to go out of my way to install , yet again , a mod to replace this , for your own sake , use the achtung mod because of this game's bad mechanics to force a colonist to do a task without doing something else .",-1
WoNd3R T0A5T,219740,Recommended,another thing i didn't like about this game for the pc version was the default controls .,-1
Arcaster,238460,Recommended,"little server control and worlds that do not respawn content make for volatile multiplayer gameplay , and no progressive stats other than items make for a short lived experience .",-1
-=Zombine3D=-,219740,Recommended,Cons : A bit too short Sometimes the camera is wonky,-1
avaster,219150,Not Recommended,"7 The colonists just had a raid , they instead walk off leaving all of their dead buddies to go eat , why are they so stupid and incompetent to save their buddy themselves Instead I have to do it myself because the mechanics are not great .",-1
Docile Blemmigan,113200,Recommended,"On the face of it , dialogue can be as lackluster and repetitive as a Harvest Moon game .",-1
SquibTheDS (Been waiting a year),253230,Recommended,"The bads It crashes too often It has frame drops This : The bosses will sometimes appear in the floors so you can't hit them The game will sometimes not climb walls No alternate ending for collecting everything But the good outweighs the bad , after 2 hours in to the game I couldn't stop playing it .",-1
T.J,219150,Recommended, cons : no key mapping ( would have like to change keys ) might have to take up drugs .,-1
TV,219740,Recommended,"Cons : Game is very short Final boss fight is quite half baked Overpriced Some levels are entirely too quick to complete Online multiplayer is only unlocked by purchase of Nyakuza Metro DLC Co op is only unlocked by purchase of Seal the Deal DLC Lacks any replayability Some mechanics that are introduced at the start really aren't seen much outside of the first level Some cut content Game mechanics can be infuriating DLC is short Some points in the game feel copy pasted from other games Story is quite bland Suitability for younger audiences : Horrific segments , even for some aged players Minor suicide jokes ( In my opinion , they are not distasteful at all and are completely acceptable in the given situation ) Mild and cartoon like mischief / violence Controversy : Within a single level is a character that has almost no dialogue .",-1
Yizz,4000,Recommended,"Cons : Some of the characters are not as well written as others There are some small bugs , many of which have probably been fixed by the time of your reading this Overall , I love this game .",-1
[MM] WMan22,219740,Recommended,"it's not flawless , there are a few technical issues in the game like framedrops on alpine sky and sometimes graphics settings won't save , this game is still well worth your money as a lot of those things can be patched out and plus even the length issue will be remedied with steam workshop content that i'm sure the community is going to go wild with , or just at least recreate stuff from other platformers .",-1
Crustite,219740,Recommended,"The game also brought back some cons from old platformers like strangely placed and fixed cameras which can mess with your view and thus it makes navigating the level harder , controls sometimes can be a wee bit wonky , some rough edges when it comes to graphics and animations and a story is a bit shallow in some places .",-1
Pewt,4000,Recommended,"The graphics are very charming , and other than the interface ( which is noticeably more barebones / ugly ) do their job quite well .",-1
VTG1800,113200,Recommended,Negative : Graphics setting too low No Multiplayer invite friends to farm ( You can see Animal Crossing ) No Workshop Map not large Score : 8 .,-1
🌸HelloKittyKawaii🌸 ♡,253230,Recommended,"cons glitches some of the dialogue could have been better and they could have gotten better voice actors the game could run a little smoother the settings could have been more simplified probably not worth 30 dollars but definitely worth the 12 dollars I paid for the Humble Monthly I feel like they need to add more hats and abilities since that's kind of the main feature of the main character , her hats do special powers I really hope they keep improving this game and make it even better Cons aside , this game is worth it .",-1
HumbleMrRecker,219150,Recommended,The enemy AI can be a little weird sometimes but as a whole it was an enjoyable play with an engaging soundtrack .,-1
Luna,253230,Recommended,"When creepy stuff happens , the sound gets distorded , and game itself start to glitch .",-1
mystic,238460,Recommended,"( I'm reccomending it if you can get used to the controls and audio cut outs , other wise get it on Xbox .",-1
The CruSpader,219740,Recommended,"A Hat in Time is definitely a game I think you should give a go regardless of its length and few bugs ( doesn't harm the game much ) and I would give the soundtrack a listen at some point , before or after you play the game doesn't matter .",-1
The Red Scare,219740,Recommended,"As far as criticisms go , the voice acting has a couple misses and the camera will sometimes fight to place itself in an awkward position if left on automatic .",-1
adam,219740,Recommended,"Though this game has a well made soundtrack , great graphics , and a creative backstory , the game lacks depth because of its poorly made combat system and over the top violence .",-1
adam,238460,Recommended,"In conclusion , though this game is extremely violent and the combat / AI system is poor , I recommend playing it because of the excellent aesthetics and soundtrack the game provides .",-1
adam,219150,Recommended,"In conclusion , though this game is extremely violent and the combat / AI system is poor , I recommend playing it because of the excellent aesthetics and soundtrack the game provides .",-1
twitch.tv/epjCSGO,219150,Recommended,+ Beautiful + Great music + Fun The social aspect of the game is kinda boring .,-1
adam,238460,Recommended,"Though this game has a well made soundtrack , great graphics , and a creative backstory , the game lacks depth because of its poorly made combat system and over the top violence .",-1
dougsavage1,698780,Recommended,The graphics bore me and the mechanics seemed tedious .,-1
ErickaUnlimited,253230,Recommended,"it's wise to mention that the game can be requirement heavy for older machines , as the amount of detail , moving parts and extreme draw distances available can be very taxing to some users , but luckily the developers included full customization when it comes to graphics , as well as wonderful explanations on what each option does for those unfamiliar with certain terms .",-1
ghostspawn,219740,Recommended,"Although its gone through its array of bugs , unbalances , and old graphics thrown out , this is very well the current peak of it's development With even better to come .",-1
Diana Cavendish,253230,Recommended,"animal variety on alpha 13 , there was a bunch of animals , who increased by 6 on those patch combat system well , on 2d games , your spawns get to use covers , walls , to block enemy fire .",0
Redyn,219740,Recommended,"it was an adventure exploring the mountain peaks where each area took advantage of the mechanics and abilities , from riding across the skies using the hookshot to exploring a mystical temple using a ghostly ability from a hat found in subcon forest .",0
Mittsies,253230,Recommended,"you can just move a character behind some cover and let them fire away , or control their every action and micromanage them like you would in a real time strategy .",0
OmegaConstruct,219740,Recommended,this isn't a fps where you start it on the heroic difficulty the first time you play it because you're good at shooters .,0
Blitz,219150,Recommended,"you make the decisions to equip , shelter , feed , and protect your colony from the environmental dangers and enemy factions .",0
Exelus,219150,Not Recommended,"there are a lot of examples of mood modifiers being outside of player control , this is just the most obvious one i've found .",0
The Large Mountain Jew,698780,Recommended,"inbetween creating the best farm known to man , you can also play as a lumberjack , go fishing in an infuriating at times fishing mechanic , and kill monsters in your friendly neighborhood rpg dungeon .",0
Oscar,219740,Recommended,the gameplay is just like any other vn where one goes through dialogues with choices in between which decide the course of the game .,0
InsolentDreams,253230,Recommended,"my two main gunmen were recovering from injury from some raging animals and could not fight , only to get raided from enemies .",0
BrainCR4MP,253230,Recommended,and oh loord how it is deep in gameplay .,0
Mittsies,294100,Recommended,"as gameplay updates comes out and modders get more creative , i imagine there will be more goals as well .",0
Mittsies,253230,Recommended,"you don't control your colonists directly ( except during combat ) , but rather provide jobs for them to do and you set up what jobs each colonist is allowed to do in the work tab .",0
Orpheolus,105600,Recommended,hardmode itself on a good player is not that bad just the difficulty spike is not the best for most players and how brutal the endgame can be .,0
Ioplop,253230,Recommended,"from gui changes to new weapons , to other humanoid races , to instakill laserbeams .",0
kinggimped,219150,Recommended,"you have a handful of building materials , enough food to last a week , and some simple weapons .",0
Hella,238460,Recommended,"early access review getting raided by some tribal savages murderize the out of them one unconsious tribal savage survivor , non existiant combat skills and incapable of most other jobs throw him in the prison torture him with ancient phycic artifacts we stole from one of his factions caravans brain sets on fire a couple of times , left essensally braindead forcibly remove his arms and replace them with ancient robot arm blades he gets recuited into the colony everyone hates him due to him being disfigured and braindamaged almost no mobility , manipulation and consiousness due to forcibly installed knife arms and brain damage first thing he does with his freedom is he takes a joint from the kitchen and takes it to someone elses room smokes it and immidiately dies , due to the smokeleaf lowering his already nonexitant brain function to that of a potato avarage mood of the colony goes up as most of the colonists rival just died , they have a party colony wolves gorge themselves on his corpse",0
Blitz,4000,Recommended,my suggestion to this is to play the game on a reduced difficulty and learn from your mistakes .,0
OblivionPenguin,219150,Recommended,"while this is true of some of the earlier skirmishes , your beginners luck can quickly turn on you when you face higher numbers of enemies with more developed weapons .",0
The Fattest Nut,219740,Recommended,"the only downside to having so much content is the amount of time spend looking on the wiki for help , and the amount of downtime mining and farming enemies between bosses .",0
Orpheolus,238460,Recommended,this difficulty spike is a major downside and if you don't have friends to play with these times will be very hard even when the end of hardmode does come around with the best of stuff you are still at the disadvantage .,0
lummis,698780,Recommended,"yet it is very similar because of the gameplay and everything being composed of blocks that can be mined , moved and placed etc .",0
Honey Badger,238460,Recommended,"you're not completely alone however , you do have a gentle tribe and a gentle outlander faction that are neutral , but give them gifts and they will become allies , they will send trade caravans to trade items , from exotic wonders to deadly weapons that can annihilate large groups of people , and make them your allies and they will even come to help you fight off raiders , whether you request them to help you out or they willingly surprise you with reinforcements , you will be more than glad to have them by your side .",0
Porcupine,253230,Not Recommended,"updates are typically filled with what are technically minor achievements , without significantly touching the core gameplay oh , i added a new mental break for your pawns , same mechanic , but this action targets x instead of y ) .",0
The Grotesque Abomination,219150,Recommended,"a frenetic 2d 16 bit retro top down shooter with 20 missions to play , 33 weapons to unlock , and 25 masks to unlock that each grant a special ability .",0
alsoandanswer,219150,Recommended,"keep your friends close , and your enemies closer by turning them into human leather hats .",0
Cyrus Deacon,219740,Recommended,luckily it was tribes people again with low tech weapons .,0
vladde TF:GO,219150,Recommended,"and you do it again , and again , each time still dying to the same enemy left across the room .",0
Belmont,219740,Recommended,the combat is brutal and visceral and you'll invariably die a lot .,0
Nick,253230,Recommended,mechanoids with devastating weapons arrive in their drop pods and crashed ships ready to incinerate you and sharp clawed insectoids which spawn at the most inopportune times possible will attempt to decapitate your colonists .,0
Zear,219740,Recommended,i put the corpses of my enemies in a special freezer and leave it open to my animals for free pet food .,0
Callcenter of the Void,294100,Recommended,"on a related note to combat , the way raids work removes the ability to make bases that aren't one giant building .",0
Slim Shady,238460,Recommended,"or , he can pick one of the knocked down enemy's bat , and then bash his head in with it .",0
Eh Bored Can of Bros,219150,Recommended,"shoot , bash , stab , throw , punch or execute every enemy in your path .",0
GeoffSmites,219740,Recommended,the difficulty is adjustable somewhat .,0
Montassiner,238460,Recommended,"( set on rough difficulty , with no loads allowed , main ai ) i started my colony with three people , duvallo , sweatpea , and red .",0
IncongruousGoat,219740,Recommended,"( for those of you who are curious , the weapons described are the stynger , the horseman's blade , and the blizzard staff . )",0
SadcatIce,219740,Recommended,adding in weapons is always fun .,0
Lunchmuny,219150,Recommended,it could also be a nightmarish hellscape of difficulty that leaves you questioning your sanity as each and every one of your colonists desperately clings to the last remnants of their fleeting hope while snorting yayo to numb the pain of their missing eye .,0
NoOne,294100,Recommended,"finally , my last gripe is that when playing it over and over , over coming hte struggles and problems that face early on makes each game fun and lasting , but when you get to the time of self sufficiant , decemating all enemies within seconds , and being increadably rich , gets boring and nearly all games i had ended up like that .",0
Kemo,294100,Recommended,"your choice of storyteller dictates what kind of events you'll see in the game while a second , traditional difficulty level , decides how tough these events will be on your colony .",0
Abhainn,698780,Recommended,and that's not even mentioning the complexity of how the actual settlement mechanics work .,0
LilyHammer0709,238460,Recommended,"stories are generated by simulating psychology , ecology , gunplay , melee combat , climate , biomes , diplomacy , interpersonal relationships , art , medicine , trade , and more .",0
Gathos,219150,Recommended,"if you don't like difficulty , anger , and death , don't buy this .",0
millseric1991,698780,Recommended,"the moral of the story is to f * * king check every enemy , because those freaking frag grenades are no joke .",0
The Mint Pen,4000,Recommended,"honestly if i had to give critism for the game , it would be for the fishing mechanic and i think that comes down to more personal preference than anything else .",0
Jarago,698780,Recommended,"you will have to help your colonists survive through tough challenges game has prepared for you , including occasional enemy faction attacks trying to capture your colonists , surviving the sudden heat waves or dealing with some weird space ships crashing next to you .",0
Hammncheese,253230,Recommended,"it may take a while to get off your feet and get used to all the seasons and the growing and what you should and shouldn't plant when , and also how to deal with animals and enemies .",0
Darth Jebus,219740,Recommended,"the game also makes you be more silent then taking a rifle and shooting the place up , because the enemies are more accurate then you for the most time .",0
Orpheolus,413150,Recommended,"when that mode enters , which cannot be reversed , you will get destroyed by enemies that will deal over 100 damage per second when the max health at this time is 400 while your weapons will not deal much damage .",0
Blitz,253230,Recommended,"in it's heart , it's a colony simulation game where you take control of colonists who are on a planet away from civilization .",0
Indie,4000,Recommended,"the main elements are pretty much the same like the farming , the seasonal events and some mechanics , but there are some other things which i dont remember harvest moon had : one of them is mining which you go to the mines and extract different metals and other materials from there .",0
Kemo,238460,Recommended,"one of the key parts of rimworld's gameplay is its ai storyteller feature , effectively one of two difficulty levels .",0
Tzion,253230,Recommended,one thing that i really wish the devs would add to this game is an age of gameplay beyond the planet .,0
RubyHazel,4000,Recommended,"my 2nd succesful colony was with randy on boreal forest biome , also started with basebuilder difficulty till i got some defenses up and changed to some challenge .",0
Marick2Die,4000,Recommended,"these lone stragglers are equipped with shoddy wooden melee weapons , but the odds are five to one .",0
Endo Roboto,219740,Recommended,did you pick a desert most of the year you'll have to combat high temperatures and a lack of some materials that would be plentiful elsewhere .,0
Ninjaneer,698780,Recommended,"he moves in , saves the most combat ready of the colonists to help fight off the pirates .",0
jstubbles,219740,Recommended,"not doing well in the game try choosing phoebe chillax as your story teller , set to base builder difficulty attacks will be very rare , and events will be far less brutal .",0
Elikabu,4000,Recommended,3h 10h of gameplay here .,0
SkyriderDragoon,4000,Recommended,"the gameplay is random , some rooms insanely easy ( here kill a black fly ) sometimes more difficult ( like the bosses post floor 3 ) .",0
Orpheolus,4000,Recommended,"the multiplayer will almost become a requirement for the endgame due to the event moons where you will be fighting endless hordes of enemies that deal 100 + damage come at you , even with several boss level enemies kill you .",0
ModdledGore,698780,Recommended,once you begin gameplay you adress colonial needs and assign priorities and jobs to your various colonists that all of individual skills that better suit different tasks .,0
jbtheskater,253230,Recommended,once you learn the mechanics you will be speeding through levels with a trail of bodies and blood in your wake .,0
Kemo,219740,Recommended,if you're familiar with prison architect then the building mechanics will be fairly easy to grasp .,0
Rurik,238460,Recommended,"make cloths , weapons and etc .",0
Sig,698780,Recommended,combat during raids usually ends when half the enemy force has been killed or incapacitated .,0
Dreadful,219150,Recommended,"i got this game last month ( january 25 , 2014 ) and have over 100 hours of gameplay .",0
Spooky E-boy #2403,294100,Recommended,"speaking of colors if you see a diffrent tinted kind of enemy that is pink and bigger then the normal versions of the enemy don't be shocked this isn't a graphical glitch these enemies are known as champion versions , which makes for even more variation between all the enemies .",0
Sig,253230,Recommended,"basic premise the main default scenario involves 3 crashlanded colonists who start with almost nothing , it's up to you how they survive and meet their needs while an ai storyteller generates events based on the difficulty chosen .",0
The Baron,253230,Recommended,"on the surface it looks really plain the graphics , the animations , the gameplay .",0
Rocking_Star101,4000,Recommended,"maybe the game had a hand in that , hahaha ) ) a kawaii ( cutesy ) game that broadsides you upside the head about 2 hours into gameplay in such a way that will probably leave you scarred .",0
Exuma,238460,Recommended,"kill ruskies , dobermans and officers with golf club , katana , machete , knife , screwdriver , 12 gauge , baseball bat , brick and countless other weapons .",0
Tyler,294100,Recommended,"for example i haven't even touched upon the deep crafting , farming and work assignment mechanics .",0
SnagglePuff,4000,Recommended,it's its own story that you get to control and put breath into .,0
xinoxer,253230,Recommended,gameplay the binding of isaac is a 2d action adventure arcade video game where the player controls isaac .,0
Temko,4000,Recommended,"full review : text summary : i used to love dwarf fortress , but never could get used to the control scheme .",0
Exelus,294100,Not Recommended,"the flipside of this is that once your colony accrues a bit of wealth or exceeds a pawn count , it ramps up the difficulty and gives you events that far outclass your ability to handle them , e .",0
FREEDO,219740,Recommended,the gameplay consists of aerial controlled murder sprees with viciously quick shooting and melee mixed with a flavor of stealth execution .,0
𝓣𝓱𝓮  𝓕𝓪𝓼𝓽,253230,Recommended,"i have become a sentient among plebians , a shepherd of noscope mechanics .",0
OmegaConstruct,219150,Recommended,"this means phoebe basebuilder storyteller , free play difficulty , temperate forest biome , on a small map .",0
lone,253230,Recommended,"the main gameplay aspect of the game , however , is the poem making , which occurs three times throughout a first half playthrough and three times again in a second half playthrough .",0
Lunchmuny,219740,Recommended,"it has the civilization effect of one more day , but these days are spent fighting off robot attacks and figuring out how to provide food for the seventeen huskies that you've let breed out of control .",0
cableguy33333,219740,Recommended,"so i normaly play games on a hard level , no reason to be any different here with a cutsie looking game , wrong , i chose hard setting and permafrost mode , things went well for an hour or so was just building rooms , thinking this is nice , then a small raid turned up , i killed those got some weapons and i'm thinking i'm great .",0
Sig,294100,Recommended,"( unless their master is drafted for combat , in that case they will accompany him and defend him , and can be released on the enemy at your command ) also unlike colonists , animals can mate and have babies , which will then grow up into adulthood .",0
tootstorm,4000,Recommended,"however far you get is largely determined by the luck of the randomly generated draw : power ups you get , health available , enemies you face .",0
DoGy AUT,253230,Recommended,"i really thought that i have control about amigo now back , but then that goes mad again and ing ignites his own room while he was imprisioned there ( must be really desperate for women , as he tried it with every female he could find ) , in the proces merlen the bodyguard went off to stop the chaos , in the heat of battle ( literally heat ) he knocked him down again .",0
Endo Roboto,294100,Recommended,besides constructing actual buildings for your pawns to live in there are also different crafting stations that allow the creation of various items like weapons and armor to clothes and drugs .,0
dongsweep,294100,Recommended,enjoy trying to control all the various personalities of your colony and let the mayhem loose .,0
Honey Badger,238460,Recommended,"yep , you can ( and will unless you set it to the peaceful difficulty ) get raided by different factions , we're talking pirates , people that agree to not fight each other but fight everyone else , and you're no exception , brutal tribes that value war , dominance , savagery , they start hostile but you can make friends with them , but you must keep them on their good side , because their relations diminish , the same for a hostile outlander faction , they're industrious and use turrets and guns to their advantage , but can be satisfied with gifts and tributes .",0
fourze,253230,Recommended,"it's a bit of a dungeon roguelike game , a bit of a bullet hell game specially in later levels where there's more enemies on the screen .",0
The Holy Sy,219150,Recommended,"fisticuffs are an option as well , however a solid punch will only ever temporarily knock down an enemy , requiring you to perform an execution to finish the sucker off .",0
Yoshida Keiji,294100,Recommended,"the game offers a range of difficulty level , that are solemnly based on the threat danger scale by the number of foes you will face but not much challenge on player skill , which means you could easily make it to the extreme level once you know what you are doing and you won't suffer much than playing on a normal difficulty .",0
Kali Archon,253230,Recommended,as for updating controls because the wsad keys are supposedly outdated i'm pretty sure most mmos and other computer games use the wsad keys .,0
Gaston Beton,698780,Recommended,"the game offers three different ais that control the events which occasionally hassle your settlement ( like raids , solar eclipses , meteorogical catastrophes etc . )",0
derpman,238460,Recommended,"in combat , this can be used to target specific raiders or order your melee people to target kirby .",0
AlStar,4000,Recommended,"additionally , rimworld boasts pawns ( the units you control ) who you'll feel much more attached to , since even advanced settlements rarely have more than about a dozen , and most of those are gotten through the labor intensive process of downing a raider , healing them back to health , then gradually wearing down their resistance to joining your settlement over weeks or months .",0
Nynzal,294100,Recommended,"set up a big prison wing to keep all the prisoners , captured during enemy raids and convince them to join you .",0
Taorgax,4000,Recommended,"there are many , many easy / dumb ways to die in this game , and learning about them is part of the experience you'll just have to tell your friends about the one animal handler who died in combat , only to have one of his pets go mad from grief and butcher one of your colonists , or the colonist that sacrificed his life so you could learn about cave ins the hard way , or the dangers of running a drug operation in a colony full of stressed people fearing for their lives .",0
nerloch,219740,Recommended,and then comes along this game that for a brief time takes over the control of your well nurtured technological alter ego .,0
vladde TF:GO,253230,Recommended,"but when you have the super awesome stratz and that one enemy left across the room kills you , you think : i will do it .",0
SuperBlooper,4000,Recommended,"terraria has huge caves for you to explore , different biomes that range in difficulty , unique bosses , magic weapons and tools , npc and money systems , and much much more .",0
Rand Paul,238460,Recommended,with the sales of organs i was able to get better weapons and defenses .,0
TheIlluminati,253230,Recommended,problem is i've stripped them of all clothes and weapons and they're restless .,0
Kynikosa,238460,Recommended,"outlanders are most of the time friendly but it all comes to your decision to ruin that relationship , tribes are not friendly but they use bows , spears and swords as their weapons .",0
The Baron,698780,Recommended,"slowly but surely the quality of life is improved for your colonists , challenges arise , raiders are beaten back , news friends are made , enemies created .",0
Crouchy,219150,Recommended,"as i play the game , i frequently find that i have difficulty in finding a good point to stop playing .",0
Logan,219740,Recommended,"you will travel between open levels which you can easily explore , collect items , solve puzzles and fight enemies if you will get bored of that , you can jump into one of many various acts to collect time piece to progress further hats .",0
Joos,698780,Recommended,"the difficulty can be customized , allowing you to play at your pace and style .",0
