gameId,AccountName,Date,Hours_Played,isPositive,review,is_audio,audio_polarity,is_graphics,graphics_polarity,is_gameplay,gameplay_polarity
219740,Dan Schneider's Hard Drive,"April 30, 2018",20.9 hrs on record,Recommended,"Despite its child like visuals , A Hat In Time was created for adults who enjoyed Super Mario Sunshine's secret levels , Psychonauts , and The Wind Waker .",-2,-2,1,-1,1,1
219150,Duncan,"July 16, 2016",261.5 hrs on record,Recommended,"This game is kind of like dwarf fortress lite , it is simpler and better looking than DF , but has similar gameplay concepts .",-2,-2,1,1,1,1
113200,EndoNerd,"August 3, 2016",176.5 hrs on record,Recommended,"Remember the days of Harvest Moon SNES How incredibly awesome the gameplay was The graphics were spot on and soothing If you are looking for a game like Harvest Moon , look no further .",-2,-2,1,1,1,1
4000,ferdal1,Sep-21,164.1 hrs on record,Recommended,"Alright So , if you are looking for : A shooter , triple A game with beautiful graphics and a free to play battle royale mode , you are NOT gonna enjoy this game .",-2,-2,1,-1,1,0
4000,Hashshashin,"September 27, 2017","1,052.2 hrs on record",Recommended,If you have sat on the fence or gameplay means more than graphics then buy this you will not be dispointed .,-2,-2,1,0,1,0
219150,jstubbles,"November 24, 2017","1,031.9 hrs on record",Recommended,"it's an understandable opinion , with it's cutesy graphics , and clean , almost clinical interface , it's easy to mistake the game for something a child would play .",-2,-2,1,1,1,1
4000,JustCamille,"December 21, 2013",14.0 hrs on record,Recommended,"This is a game I can certainly recomend Cutesy graphics , gorry in spirit , this game is here to provide you countless of hours of entertainment .",-2,-2,1,1,1,1
113200,Lil_Weeb,"June 26, 2016",59.7 hrs on record,Recommended,I now have a newfound hatred for people who choose graphics over gameplay .,-2,-2,1,0,1,0
4000,literalIlliterate,"September 17, 2016",154.9 hrs on record,Recommended,"The control works great , the vibrant colors look amazing , and the people are interesting and three dimensional .",-2,-2,1,1,1,1
4000,Ohaiyo Oppa,"December 8, 2014",222.1 hrs on record,Recommended,"The Graphics of the game , relatively same to Half Life 2 the gameplay mechanics are different and it gives the game a brand new experience everytime you hop into this addictive , fun to play , sandbox game .",-2,-2,1,0,1,1
219150,Ohaiyo Oppa,"December 8, 2014",222.1 hrs on record,Recommended,"I would give it a ( bad score ) due to the unrealistic graphics and sprinting animations ( REMEMBER YOU CAN ACTUALLY ADD MODS ON THE WORKSHOP INTO THE GAME ) Now , For the gameplay In Garry's Mod the game is full of Gamemodes such As TTT ( Trouble in Terrorist Town ) Prop Hunt and much more This game gives a better feel to sandbox games ( Instead of old lame Minecraft ) All and All i would rate this game : ( good score )",-2,-2,1,-1,1,1
4000,Pewt,"June 27, 2017",58.5 hrs on record,Recommended,"The graphics are very charming , and other than the interface ( which is noticeably more barebones / ugly ) do their job quite well .",-2,-2,1,1,1,-1
4000,Pontifex Maximus,"June 1, 2017",136.8 hrs on record,Recommended,"It combines colorful , detailed graphics , along with engaging game mechanics .",-2,-2,1,1,1,1
113200,Reloading,"March 20, 2016",360.4 hrs on record,Recommended,"The graphics and gameplay bring strong comparisons to the Harvest Moon series , and this game is nothing , if not a love letter to that game and its ilk .",-2,-2,1,1,1,1
4000,rvg,"April 13, 2018","1,126.6 hrs on record",Recommended,"Think Dwarf Fortress Lite : streamlined , simplified , and with palatable graphics .",-2,-2,1,1,1,0
219150,SpringRat,Feb-27,"3,467.3 hrs on record",Recommended,Don't let the lame graphics put you off this game is all about gameplay .,-2,-2,1,-1,1,1
4000,Valkhellas,"August 6, 2013",403.3 hrs on record,Recommended,"it's a glorious , disturbing , bloody , frustrating mess of wonderful gameplay ( if not with a few bugs , in both sense of the word ) , twisted visuals , and a scryptic , vague story just enough to create mass speculation on metaphor and representation .",-2,-2,1,1,1,1
4000,Vincent,"July 17, 2016",76.0 hrs on record,Recommended,Dwarf Fortress with guns and actual graphics .,-2,-2,1,1,1,0
113200,VTG1800,"March 14, 2016",0.7 hrs on record,Recommended,Negative : Graphics setting too low No Multiplayer invite friends to farm ( You can see Animal Crossing ) No Workshop Map not large Score : 8 .,-2,-2,1,-1,1,-1
238460,Aavak,"July 15, 2016",513.3 hrs on record,Recommended,"That said , there's a lot of strategy involved , it just never feels like fun is taking a back seat to it The visual aesthetic closely resembles Prison Architect , so if you're familiar with that game , and enjoy the art style , then you'll find a lot to like about Rimworld's clean , sometimes cartoony graphics .",-2,-2,1,0,1,0
413150,Aeri,"March 23, 2016",305.8 hrs on record,Recommended,"This is the perfect nostalgia sandbox MMO for those who love old school style graphics while building , crafting and exploring .",-2,-2,1,1,1,1
238460,Ōkami-Irelia: Queen of the Sky,"June 18, 2015",15.5 hrs on record,Recommended,Playing the game for a few minutes will make you realise that the quality of visuals and gameplay are quite detailed and advanced for the average indie developer .,-2,-2,1,1,1,1
238460,♛Greenrune113✚,"February 2, 2015","1,301.7 hrs on record",Recommended,"You can alter all you want , and the good thing is , it's super easy and you don't need to pay people anyting to test it out for you + Great game + Great FPS for even the crappiest laptops + Great graphics + Ability to own and host your own server ( starter coding ) + Great community + Lots of gamemodes so you don't get stuck with one boring mode",-2,-2,1,1,1,1
253230,Ben-zo,"January 4, 2018",28.5 hrs on record,Recommended,The gameplay is platforming at its best and the artstyle is beautiful with amazing visuals .,-2,-2,1,1,1,1
698780,Big Chungus,"March 11, 2016",59.0 hrs on record,Recommended,"I was very iffy about this game at first due to the campy graphics and the whole Harvest Moon thing , but I had a little extra cash and decided to throw it at this game in the hopes that maybe I could capture the lightning I felt as a younger kid playing Harvest Moon on my handheld .",-2,-2,1,0,1,0
698780,Canman,"July 31, 2016",62.3 hrs on record,Recommended,My roommate had a hard time understanding how I had become so invested in the world and story represented on screen in the game's Spartan graphics .,-2,-2,1,1,1,1
219740,@johnxfire,"October 9, 2017",17.5 hrs on record,Recommended,"The music and sound design is fantastic the voice acting is great , although I'm pretty sure they ripped out a certain NPCs voices due to dumb backlash which is a huge shame , in my opinion .",1,1,-2,-2,-2,-2
413150,3skin,"June 8, 2016",50.4 hrs on record,Recommended,"The music is great , the characters are great .",1,1,-2,-2,-2,-2
698780,4nzu,"October 28, 2017",12.2 hrs on record,Recommended,"What a great game , the ending was perfect i really like the poem part , not to tell the part of where of the girls p l e a's e h e l p'm e and the soundtrack is awesome , i'm sure if you like Light visual novels you will surely's h e w o n't l e't'm e g o .",1,1,-2,-2,-2,-2
219740,☾SpookyRedPanda - ダーク☾,"June 13, 2018",48.0 hrs on record,Recommended,A Hat In Time Beautiful Bliss A Hat In Time is an incredible game with and incredible soundtrack .,1,1,-2,-2,-2,-2
219740,【=◈︿◈=】| Palpe,"December 25, 2017",47.3 hrs on record,Recommended,you cant make a good game without a great and memorable soundtrack .,1,1,-2,-2,-2,-2
219150,❤ $wirl ❤,"August 2, 2015",5.6 hrs on record,Recommended,"once you finish a level the music stops and makes you walk through your massive bloodbath , making you think what have i done .",1,0,-2,-2,-2,-2
253230,adam,"June 24, 2014",1.7 hrs on record,Recommended,"The soundtrack of this game is very different and unique , which makes it one of the greatest OST's in a video game .",1,1,-2,-2,-2,-2
253230,AestheticGamer,"October 6, 2017",33.3 hrs on record,Recommended,"The hub world is fun to explore gets more added to it over time , including patrons who decide to board do small things for you ( ranging from allowing you to switch music in stages to selling you something or just loitering with flavor text ) .",1,0,-2,-2,-2,-2
253230,ハスクオーボン,"November 11, 2017",17.7 hrs on record,Recommended,"You deseve all praise and all credit for your work Thank you for such a wonderful creative set I should also mention , the voice acting is not to bad either , and some of the characters are fun to listen to , and some , you may even recognize .",1,0,-2,-2,-2,-2
219740,Akemi Homura,"January 10, 2018",96.4 hrs on record,Recommended,"music remixes ( without having to pay microtransactions , how great )",1,1,-2,-2,-2,-2
219740,anaid,"June 19, 2014",32.6 hrs on record,Recommended,"And , during all this a great soundtrack becomes the cherry on the cake , completing the mood of just going forwards and forwards .",1,1,-2,-2,-2,-2
219740,Antra,"November 29, 2014",30.6 hrs on record,Recommended,killed by kittens ( good score ) best audio comments ever seen  ( good score ),1,1,-2,-2,-2,-2
238460,✨𝐸𝓍𝓉𝓇𝑒𝓂𝑒,"March 30, 2018",25.7 hrs on record,Recommended,"well What are you waiting for , get the game What , don't have money Shocking thing is , this game is free , and it ended up being one of the most amazing games I have ever played in my entire life , this game also has an amazing soundtrack And remember , this game is not suitable for people that are easily'd I's'm E'm B E R E'd .",1,1,-2,-2,-2,-2
4000,♥ Onee~Chan ♥,"October 24, 2017",4.5 hrs on record,Recommended,Music and sound : It plays soothing and light hearted music during the correct moments and plays eerie music when there is something scary that is going on .,1,1,-2,-2,-2,-2
219150,awkwarditch,"January 7, 2015",7.4 hrs on record,Recommended,"Amazing soundtrack , weird and creepy story , modern classic .",1,1,-2,-2,-2,-2
219150,➖'s O Λ P H Y ➖,"January 13, 2018",12.2 hrs on record,Recommended,"Don't take this as a joke , Don't let the happy music and cute girls fool you , because this game gets dark .",1,0,-2,-2,-2,-2
219740,Bill Versos,"October 21, 2017",121.9 hrs on record,Recommended,"I've heard nothing but great things about this game the only legit complaint I've heard from Gamespot is that it has too much voice acting , which 1 . )",1,-1,-2,-2,-2,-2
219740,Blank,"November 15, 2017",7.3 hrs on record,Recommended,"Turn your headphones up for this , you don't want to miss the sounds and the weirdness .",1,1,-2,-2,-2,-2
238460,boob,"January 18, 2018",5.7 hrs on record,Recommended,( 8 bit alarm sound goes off ) Hear that sound That's the Monika Alarm .,1,0,-2,-2,-2,-2
219150,BOT Carrot,"January 17, 2014",19.4 hrs on record,Recommended,This game is the best 1980s psychedelic arcade style electronic music filled mass murder simulator I've ever played .,1,1,-2,-2,-2,-2
238460,Brambleh,"September 28, 2014",10.7 hrs on record,Recommended,( good score ) hours of fun awesome voice action reasonable go pick this up its great,1,1,-2,-2,-2,-2
219740,Cap'n Alex,"May 8, 2016",36.4 hrs on record,Recommended,"An absolutely phenomenal psychedelic trip to 1980s Miami , with a rocking soundtrack and a masked murderer .",1,1,-2,-2,-2,-2
219740,Captain Radio,"June 22, 2014",7.8 hrs on record,Recommended,"Great soundtrack , great narrator , great gags , great game The Behemoth delivers once again .",1,1,-2,-2,-2,-2
413150,Check out my mixtape its 2 fire,"March 7, 2016",322.3 hrs on record,Recommended,"Was a bit unsure about spending 15 usd on this game but after having it for a few days and played nearly 20 hours i'd have to say , it's well worth it , you get a pet cat ( or dog ) and it has rpg elements , simulator elements , and a lot of charm and a good soundtrack .",1,1,-2,-2,-2,-2
219740,Crustite,"November 4, 2017",18.3 hrs on record,Recommended,It's one of the best I've heard in a game and it adds a lot of personality to the characters and makes them much better ( you also have an option to turn off the voice acting if you do not like it ) .,1,0,-2,-2,-2,-2
253230,Dan Schneider's Hard Drive,"April 30, 2018",20.9 hrs on record,Recommended,"If you're anything like me , certain Time Pieces will actually disappoint you to see , because you wanted to stay in the level and listen to the music longer .",1,1,-2,-2,-2,-2
113200,Desertskunk,"February 28, 2016",155.1 hrs on record,Recommended,"Only complaint I actually have is that the music tracks , as fantastic as they are , tend to end far too early , leaving you only with ambient sounds .",1,-1,-2,-2,-2,-2
238460,DishKebab,"May 23, 2014",6.1 hrs on record,Recommended,"Really it is , just the narrator makes this game so amazing , the voice and the acting is really wel done and that combined with the witty comments make it a great and very fun game .",1,1,-2,-2,-2,-2
219740,Doc,"September 4, 2015",8.2 hrs on record,Recommended,"The soundtrack is fantastic , the story is .",1,1,-2,-2,-2,-2
219740,Dodoliy,"December 28, 2017",40.0 hrs on record,Recommended,"Finally , we have the amazing soundtrack in this game that just gets you going through each level whether it be fighting The Snatcher or loitering around Mafia Town it never disappoints .",1,1,-2,-2,-2,-2
253230,Dunkan85,"June 6, 2018",67.8 hrs on record,Recommended,Another thing I'd like to point out is the spotless soundtrack that this game has .,1,1,-2,-2,-2,-2
698780,П3Я✪ & HOUSE,"July 28, 2018",9.5 hrs on record,Recommended,"ONLY FEW THINGS TO SAY 1 ) The creator is a talented mofo 2 ) The music adds soul to the game , I mean its like when you hear Halo Soundtrack , you remember the times when you played it and have that warm feeling inside , and at the same time feel sad because it was a masterpiece and you would give anything to erase all memories and start it all once again That's it .",1,1,-2,-2,-2,-2
253230,Eigan123,"November 26, 2017",63.9 hrs on record,Recommended,"Clocking in at over 5 hours , A Hat In Time's soundtrack , almost all of which are composed by Pascal Michael Stiefel , along with a few other notable names ( Grant Kirkhope + artists with remixed renditions of specific tracks ) , is genuinely one of the best parts of A Hat In Time AND ( IMO ) one of THE MAIN reasons to get the game .",1,1,-2,-2,-2,-2
253230,Eigan123,"November 26, 2017",63.9 hrs on record,Recommended,"One of the most important elements for game immersion , A Hat In Time's soundtrack is excellent , with memorable , catchy , and ambitious sections , spanning across different genres to create a defining mark and a long lasting impression .",1,1,-2,-2,-2,-2
219740,emperortomato,"July 5, 2014",12.0 hrs on record,Recommended,"Most games , one of the first things I do is turn the music off .",1,-1,-2,-2,-2,-2
253230,Eral,"November 22, 2017",10.1 hrs on record,Recommended,"You can listen to some of the songs on the developer's YouTuibe channel if you would like to take a look at the soundtrack before you play the game , or if you don't want to play the game but just want to see how the soundtrack is Some of my personal favourites include the main theme Doki Doki Literature club and Your Reality .",1,1,-2,-2,-2,-2
413150,FAITH,"March 23, 2016",51.7 hrs on record,Recommended,Everyone thinks this is a farming simulator game but after I heard a creepy sound during the night and saw a green guy at the sea I WILL WARN YOU THAT THIS IS A HORROR GAME,1,0,-2,-2,-2,-2
253230,FjurgVDPloeg,"September 3, 2014",12.8 hrs on record,Recommended,"Great game , great voice acting .",1,1,-2,-2,-2,-2
219740,Flutterr,"October 25, 2017",70.6 hrs on record,Recommended,"Way more fun , lots more variety in what you do , great music , and the writing is outstanding .",1,1,-2,-2,-2,-2
238460,gclef,"June 20, 2015",47.9 hrs on record,Recommended,"if you enjoy : killing your friends , 2D sidescrollers , stamper's voice , really good background music , and , a fun plot with lots to do then get this game .",1,1,-2,-2,-2,-2
253230,Gene,"September 22, 2014",6.2 hrs on record,Recommended,"Fun game , good soundtrack , memorable moments .",1,1,-2,-2,-2,-2
238460,GLiTCh,"October 13, 2015",90.8 hrs on record,Recommended,Heck just the trailer and the narrators voice won me over ( no homo ) ( good score ) would play again,1,1,-2,-2,-2,-2
219740,Gordon Ramsay,"October 24, 2018",11.5 hrs on record,Recommended,"If you're looking for something fun , challenging with a great soundtrack I recommend this game for sure .",1,1,-2,-2,-2,-2
219740,gretgor42,"November 9, 2017",259.8 hrs on record,Recommended,"The voice acting is also awesome , with every character being full of this caricaturesque charm and personality that I simply adore .",1,1,-2,-2,-2,-2
253230,Hotline Ding-A-Ling,"April 7, 2014",7.0 hrs on record,Recommended,"Hotline Miami is a game of courage , persistence and most of all a willingness to venture into a time where synth music and cocaine were todays dirty beats and chronic .",1,0,-2,-2,-2,-2
253230,I.E.L,"September 21, 2018",39.8 hrs on record,Recommended,This game makes me feel like I just played BattleBlock Theater ( another great platformer ) Don't get me started on the music it's just too good Voice acting is just great every character has a great voice that I won't ever forget Just buy it it's a really fun game were every single level can be a lot of fun in every kind of way,1,1,-2,-2,-2,-2
253230,Ixo,"October 20, 2013",7.7 hrs on record,Recommended,This game has some very great music .,1,1,-2,-2,-2,-2
253230,Keychain,"October 8, 2017",45.2 hrs on record,Recommended,"The music is STELLAR There is not a single song in the game that I don't love One issue is that the game does not keep track of your progress on certain collectables such as the pages in Time Rifts ( unless you're currently in said Time Rift ) , yarn , or tokens .",1,1,-2,-2,-2,-2
219740,Killigin,"October 7, 2017",19.8 hrs on record,Recommended,"The characters you meet along the way our well written , humorous , and have some top notch voice acting .",1,1,-2,-2,-2,-2
253230,Kitten,"January 8, 2018",3.0 hrs on record,Recommended,At how great this game has been To get this reaction The soundtrack is amazing So is the story The developers deserve all these praising And all the glory,1,1,-2,-2,-2,-2
219150,Kiw0x,"November 6, 2017",817.3 hrs on record,Recommended,The sound of the monkey cries .,1,0,-2,-2,-2,-2
253230,LordZer0,"October 9, 2017",72.1 hrs on record,Recommended,This electric game is filled to the brim with eccentric characters and spectacular music .,1,1,-2,-2,-2,-2
4000,Lunchmuny,Apr-09,297.9 hrs on record,Recommended,"The soundtrack is very repetitive due to the cyclical nature of the game , but the accompaniment never detracts from the moment , and after you lose your 9th colonist in a bandit attack , you'll be grateful for the sound of familiar , calm music at sunrise the next morning .",1,1,-2,-2,-2,-2
698780,Mellow_Online1,"October 23, 2017",8.2 hrs on record,Recommended,"Alongside this , the soundtrack is also brilliant , and has similar effect to that of the art Conclusion I can't emphasise this much more , I really enjoyed Doki Doki Literature Club on just about every level .",1,1,-2,-2,-2,-2
219740,Meneldil,"June 30, 2014",15.8 hrs on record,Recommended,"The Letterman Jacket , the old classic car , the electronic music .",1,0,-2,-2,-2,-2
4000,Mittsies,"December 4, 2016",476.3 hrs on record,Recommended,"The music is dynamic too : relaxing and calm while you're building and managing your colony , then switches to a more upbeat track during combat sequences .",1,1,-2,-2,-2,-2
219740,Mozo,"June 21, 2015",21.0 hrs on record,Recommended,you only get the highest quality secret soundtrack out there  ( good score ) here is a small little bit of that soundtrack .,1,1,-2,-2,-2,-2
4000,Neppu Tennouboshi,Jun-29,14.6 hrs on record,Recommended,"This review is more of an in depth look at why I think this game is fantastic , when it comes to many details , such as the music , the characters , and finishing by a general appreciation of the game , and the community's dedication to it .",1,1,-2,-2,-2,-2
4000,Neppu Tennouboshi,Jun-29,14.6 hrs on record,Recommended,"It has an incredible amount of detail put into it , memorable characters music , and it's mind-blowing that something of this quality is free when you think about it .",1,1,-2,-2,-2,-2
4000,Neppu Tennouboshi,Jun-29,14.6 hrs on record,Recommended,"Speaking of creepy tracks , there are several methods used for Act 2's music which keeps you at the edge of your seat , and make you understand something is very wrong .",1,1,-2,-2,-2,-2
219740,Neppu Tennouboshi,Jun-29,14.6 hrs on record,Recommended,"It's been more than a year , and the community is still dedicated , still making fanart of our 4 favorite characters , making remixes and original music , making mods with passion and effort put into them , and even making poems themselves , like the literature club would .",1,0,-2,-2,-2,-2
253230,Neppu Tennouboshi,Jun-29,14.6 hrs on record,Recommended,"With all of that being said , I love this game , I love the characters , and I find myself to be inspired by the game many times , as a music producer .",1,1,-2,-2,-2,-2
253230,Nightcore20,"February 7, 2015",91.9 hrs on record,Recommended,this game is worth me spend 61 hours to get the golden cup ( beacuse this game is super awesommmme ) ( and music is awesome too :'d ),1,1,-2,-2,-2,-2
238460,Oathkeeper,"June 19, 2014",7.0 hrs on record,Recommended,"And with amazing 80s style music behind you , it's even more thrilling .",1,1,-2,-2,-2,-2
253230,PIXEL RAMEN,"July 1, 2014",18.2 hrs on record,Recommended,The music is awesome and the characters are pretty great .,1,1,-2,-2,-2,-2
