AccountName,gameId,Date,Hours_Played,isPositive,noOfHelpful,noOfFunny,review,isValid,Polarity,isSingle
shin,698780,"November 6, 2017",18.6 hrs on record,Recommended,16,0,"get relaxed , obtain your favorite snack , some tea or coffee , put your feet up , and enjoy the playful atmosphere for a relaxing experience .",1,1,1
Krynka,698780,"June 10, 2016",237.9 hrs on record,Recommended,1,0,"good music u can play with friends and story any way , worth to play .",1,1,1
uneven compromise,219150,"February 14, 2016",26.6 hrs on record,Recommended,2,0,"with the use of intense , graphic and psychedelic aesthetics and visuals a soundtrack full of great synthwave and electronic tracks that fits the 80 s miami theme flawlessly and gameplay that feels responsive , challenging and fun at the same time",1,1,0
Mellow_Online1,698780,"October 23, 2017",8.2 hrs on record,Recommended,99,1,"alongside this , the soundtrack is also brilliant , and has similar effect to that of the art conclusion i can t emphasise this much more , i really enjoyed doki doki literature club on just about every level .",1,1,0
Damyel,219150,"January 12, 2016",11.2 hrs on record,Recommended,1,0,verdict : fantastic game with an even better soundtrack,1,1,1
DishKebab,238460,"May 23, 2014",6.1 hrs on record,Recommended,1,0,"really it is , just the narrator makes this game so amazing , the voice and the acting is really wel done and that combined with the witty comments make it a great and very fun game .",1,1,0
Draconicrose,294100,"March 13, 2017",897.9 hrs on record,Recommended,12,0,"where rimworld s audio shines is in the soundtrack which , even though it contains only a few songs , is stellar and evocative of the whole space western theme of the game .",1,1,1
Minty,219740,"August 14, 2018",26.0 hrs on record,Recommended,73,1,tl dr a brilliant atmosphere and responsive gameplay serves as an incredible kickoff for gears for breakfast .,1,1,0
Seegson Synthetics,219740,"October 7, 2017",2.6 hrs on record,Recommended,121,4,visuals and sound this game features amazing art with colors that pop and fantastic character designs .,1,1,0
Lil'MissProfanity,253230,"March 4, 2016",440.5 hrs on record,Recommended,1,0,the music is beautiful .,1,1,1
Mittsies,4000,"December 4, 2016",476.3 hrs on record,Recommended,64,9,"the sound effects are decent as well , nothing stands out too strong aside from the occasional alert sound of a colonist dying from an extreme infection from an improperly treated gunshot wound , or the sound of a party ending which both use the same exact alert sound , because apparently the developer has a twisted sense of humor .",1,0,1
Lord Henthorn,219740,"April 13, 2016",48.6 hrs on record,Recommended,1,0,one more more thing i love about the game is the music the game has for each season and location .,1,1,1
Spaghetti Lee,253230,"December 3, 2014",6.1 hrs on record,Recommended,1,0,the soundtrack is unbeatable and the gameplay is phenomenal .,1,1,0
Edock,219740,"August 25, 2016",72.8 hrs on record,Recommended,1,0,"pros : pixel art that seems to be alive very chill soundtrack wide variety of crops , even some that can be unlocked later pretty high replay value lots of npcs you can get married to combat is fresh to the genre .",1,1,0
CheeseCrackers,219740,"November 30, 2014",14.6 hrs on record,Recommended,1,0,the sound track is amzing and so is the game play .,1,1,0
sharktemplar,219740,"December 3, 2018",61.8 hrs on record,Recommended,10,2,a lot of voice acting in the game fails this miserably .,1,-1,1
Blank,698780,"November 15, 2017",7.3 hrs on record,Recommended,4,0,the sounds are what make the experience that much creepier .,1,1,1
Sir Viking,113200,"August 26, 2011",885.4 hrs on record,Recommended,1,0,"the gameplay is solid , the music is fantastic , the visuals are awesome .",1,1,0
bidoofus,219150,"February 7, 2015",460.0 hrs on record,Recommended,1,0,"with that being said , my two favorite aspects about the game are its music and sound effects , which to me are what give the game its charm .",1,1,1
Johnnytwobyfour,413150,"March 18, 2016",446.3 hrs on record,Recommended,1,0,the soundtrack is godly .,1,1,1
lone,238460,"October 26, 2017",12.5 hrs on record,Recommended,4,1,the music for the game is also extremely cute and fits whatever mood that is being conveyed at any event .,1,1,1
Indie,4000,"April 17, 2016",62.4 hrs on record,Recommended,1,0,"let s jump into the games music : i love it pretty much like harvest moon s musics , stardew valley does an amazing job at delivering the season s atmosphere and feeling .",1,1,1
A Real Kneeslapper!,238460,"December 27, 2015","1,963.3 hrs on record",Recommended,1,0,"it sounds quite simple , however this game manages to turn that ideology into a game i have over 2 months invested into .",0,-2,-2
BerZerK,238460,"May 7, 2016",21.6 hrs on record,Recommended,1,0,"hard as balls doesn t have a very satisfying story but it has great visuals , beautiful art design , challenging level design , fantastic soundtrack , and smooth gameplay .",1,1,0
Jester,253230,"June 18, 2014",9.0 hrs on record,Recommended,1,0,"the story , music , gameplay , everything about this game is fantastic .",1,1,0
hazzadude,294100,"March 28, 2014",298.0 hrs on record,Recommended,1,0,it is addicting as hell and is especially fun to play when listening to music .,1,1,0
Cyrus Deacon,219740,"July 29, 2016",555.4 hrs on record,Recommended,3,0,across our coms came a frantic voice searching for salvation .,0,-2,-2
B∞mer,253230,"January 13, 2018",6.8 hrs on record,Recommended,6,0,"the sudden lack of music , the twisting of notes , or haunting ambient sounds , continuously plays tricks on your mind .",1,1,1
LetrollOnPC,219740,"December 12, 2018",63.3 hrs on record,Recommended,3,0,i decided to get it myself and had so much fun doing everything from base building to fighting raiders to the incredible soundtrack .,1,1,1
♥ Onee~Chan ♥,253230,"October 24, 2017",4.5 hrs on record,Recommended,5,0,"atmosphere : well drawn classrooms and good ambients to make you feel much more emotions during scenes like spending time with your childhood friend , a much more lighter colour of the atmosphere is used instead of the darker tone colours , making you feel a warm fuzzy feeling inside : 3 .",1,1,1
marach,219740,"August 26, 2016",264.5 hrs on record,Recommended,1,0,the music is incredibly thematic and well suited the characters loveable the game play and tasks addictive not to mention the plethora of other things you can enjoy in this pleasantly saccharine game .,1,1,0
PierreOfTheFrench,253230,"October 18, 2017",14.3 hrs on record,Recommended,3,0,audio is great ( voice acting / music / effects ),1,1,1
Main Mid Gir,219740,"February 18, 2018",34.5 hrs on record,Recommended,2,0,"super cute , super fun , awesome soundtrack , graphics and ending .",1,1,0
Nep Nep,253230,"November 9, 2017",27.5 hrs on record,Recommended,6,0,"the soundtrack is absolutely fantastic , and remains memorable even after putting the game down .",1,1,1
NoChrisNoWin,253230,"September 26, 2014",15.1 hrs on record,Recommended,1,0,the game has a great voice actor that gives the game a really special humorous side .,1,1,1
baker,219740,"December 17, 2018",38.2 hrs on record,Recommended,11,1,also the soundtrack is phenominal .,1,1,1
ChØppa,219150,"December 12, 2017",8.4 hrs on record,Recommended,914,69,"the game went on , i would play the game , reading out the characters voices out loud , having a voice for each one which to me made them each special in their own way .",1,1,1
Spooky Glare,698780,"July 17, 2013",43.5 hrs on record,Recommended,1,0,highly recommend the wrath of the lamb and soundtrack .,1,1,1
Exuma,238460,"February 16, 2015",26.2 hrs on record,Recommended,1,0,"not a single track feels out of place and every piece shapes the 80 s atmosphere very well ( give my props to m o o n , perturbator and sun araw , they really know how to make music ) .",1,1,1
Green Summer,113200,"May 20, 2016",207.9 hrs on record,Recommended,1,0,the soundtrack is very well strung together and the style of graphics compliments the nature of the game .,1,1,0
DG Dobrev,219740,"July 15, 2016",112.3 hrs on record,Recommended,60,2,"the soundtrack , while very relaxing and pleasant to listen to , needs to be expanded , as themes will often repeat to the point where you may simply opt to reduce the volume to 0 and play your own music .",1,-1,1
[REB]Blackwater17,698780,"March 14, 2016",43.9 hrs on record,Recommended,1,0,everything from quests on down to the music has been well thought out and seriously tested .,1,1,1
PlasmaWasp,219150,"March 8, 2018",7.3 hrs on record,Recommended,57,12,"i had no experience with visual novels whatsoever oh wait , there is no voice acting well well .",1,-1,1
Medthicc,253230,"October 16, 2017",57.8 hrs on record,Recommended,3,0,"amazing sound track , alot of jokes with hidden meanings ( you know what i mean if you got the why achievement ) , and all of the charectors are extremely likeable .",1,1,1
Edzter,219150,"March 24, 2016",114.1 hrs on record,Recommended,1,0,"and my favorite part , an amazing soundtrack .",1,1,1
Slim Shady,253230,"November 9, 2014",16.3 hrs on record,Recommended,1,0,"the game setting is planted on the late 80 s , where a mysterious organization makes voice messages to different , very random people .",1,0,1
heybabyxxx,238460,"November 9, 2017",4.8 hrs on record,Recommended,5,0,"it s a really cool idea also , it s creepier than any other horror game i ve ever played several times i had some major goosebumps also , the music is absolutely excellent .",1,1,1
Commander Adams Springwar,253230,"March 22, 2015",7.8 hrs on record,Recommended,1,0,cool theme plot good music pixel blood gore animal masks guns .,1,1,0
The Mute Cynic,238460,"July 17, 2016",17.5 hrs on record,Not Recommended,223,13,"i will give credit to the music , which does give off a slight firefly vibe .",1,1,1
ErickaUnlimited,253230,"January 15, 2018",23.5 hrs on record,Recommended,10,0,"take that , wrap it up in some superb voice acting and you have yourself a game that sits with the platformers of old as one of the best in the genre .",1,1,1
Akemi Homura,219740,"January 10, 2018",96.4 hrs on record,Recommended,2,0,"music remixes ( without having to pay microtransactions , how great )",1,1,0
NSee,238460,"April 13, 2014",1.1 hrs on record,Recommended,1,0,"enjoy kickass music , wtf moments , anger , anger , and more anger .",1,1,1
vyshakh.pillai,294100,"March 29, 2017",177.7 hrs on record,Recommended,122,15,the music keeps playing .,1,1,1
Gay vampire Dio,238460,"November 29, 2017",83.1 hrs on record,Recommended,21,13,"the music is bubbly and cute , but it s the forgettable moege stuff you hear in every visual novel .",1,-1,1
Steve Harris | hellcase.com,4000,"July 12, 2013",62.6 hrs on record,Recommended,1,0,( and it has good music ),1,1,1
headbanger1186,294100,"April 15, 2013",250.8 hrs on record,Recommended,1,0,the sound effects also nail it with gross tones and excellent notes that bring more life into the game .,1,1,1
Shining_Falcon,238460,"November 22, 2017",9.9 hrs on record,Not Recommended,7,0,"for the final ending , it has a voice actor ( jillian ashcraft ) sing a closing song for the credits which was actually very charming .",1,1,1
Cup of n00bles,219740,"November 21, 2017",146.6 hrs on record,Recommended,6,0,"i haven t caught myself humming any of the tunes personally , but certain songs like the beautiful time rift music , or the wonderfully grant kirkhope main lobby are a joy to listen to .",1,1,1
HumbleMrRecker,238460,"January 6, 2015",10.2 hrs on record,Recommended,1,0,the enemy ai can be a little weird sometimes but as a whole it was an enjoyable play with an engaging soundtrack .,1,1,1
Neppu Tennouboshi,253230,Jun-29,14.6 hrs on record,Recommended,60,3,"the music most of the music tracks share the same leitmotif , which is the main theme of the game .",1,0,1
KingSchiebi,253230,"November 1, 2012",12.3 hrs on record,Recommended,1,0,"hotline miami is a frantic and brutal dexterity puzzle , wrapped in an enigmatic story and wonderful psychodelic soundtrack .",1,1,0
~effete & precious~,4000,Apr-13,"1,323.4 hrs on record",Recommended,191,50,"* a wedding in a field of corpses , post unsuccessful raid just , get this game , if this description sounds like your jam .",0,-2,-2
✪ Saul Goodman [索尔古德],113200,"June 20, 2015",7.9 hrs on record,Recommended,1,0,the art and sound effects are amazing and i have no complaints,1,1,0
Narida,238460,"February 29, 2016",123.8 hrs on record,Recommended,1,0,and holy that music and those sound effects too .,1,1,1
BackInTheHoopty,113200,"April 6, 2016",36.0 hrs on record,Recommended,1,0,"the music , the pixle art , and the actual game itself is all made by one person .",1,0,0
Sir Smack A Thot,253230,"May 22, 2014",12.3 hrs on record,Recommended,1,0,it is the best game with the best soundtrack,1,1,1
Flutterr,219740,"October 25, 2017",70.6 hrs on record,Recommended,3,0,"way more fun , lots more variety in what you do , great music , and the writing is outstanding .",1,1,0
ChristofOtiz,219150,"December 11, 2012",13.3 hrs on record,Recommended,1,0,"melee weopons produce no sound , and killing with enemies won t alert other guards within an earshot .",1,0,0
Cosmoknaut,253230,"April 27, 2016",29.9 hrs on record,Recommended,1,0,"it s harvest moon meets rune factory all the charm and dulcet atmosphere of the former meeting the faster paced , engaging pace and openness of the latter .",1,0,0
Connor1468,698780,"February 27, 2016",78.0 hrs on record,Recommended,1,0,"all the original music is amazing , the graphics are great and the game play is on point",1,1,0
Oathkeeper,238460,"June 19, 2014",7.0 hrs on record,Recommended,1,0,"and with amazing 80s style music behind you , it s even more thrilling .",1,1,0
Mr. Kill 2,253230,"October 5, 2017",112.3 hrs on record,Recommended,2,0,"also , tell people if you re going to include a pack that has the game bundled with the soundtrack for less than both individually",0,-2,-2
Mughen9,253230,"September 18, 2018",23.4 hrs on record,Recommended,24,2,those time rift stages were nice and the relaxing music there it was nice hope we see hat in time 2 if it gonna come out : d i would definetely buy it p,1,1,1
Bit_Bowser,253230,"October 10, 2017",31.8 hrs on record,Recommended,3,0,"instead i bought the game + ost the gameplay / controls make this game addicting and the music , art , and attention to detail make it quite unique and charming .",1,1,1
Foshizzanator,294100,"June 27, 2014",83.9 hrs on record,Recommended,1,0,"set in a twisted atmosphere with dark themes ranging from child abuse , gender identity , suicide , abortion and how religion might negatively affect a child ,",1,0,0
Foshizzanator,294100,"June 27, 2014",83.9 hrs on record,Recommended,1,0,"you play as isaac a child who is relentlessly being hunted by his mother , who believes her son is corrupted by sin and must sacrifice him to prove her love to her god after hearing his voice .",0,-2,-2
Mr. Evasive Pants,294100,"July 23, 2013",158.1 hrs on record,Recommended,1,0,"the binding of isaac is such a underrated game , it has everything you need from creepyness to randomness , there s more than 100 + items available , more than 10 + bosses for you to fight , and the soundtrack is just kick of course if you thought this is all piece of cake , you re wrong the game is hard and it becomes incredibly hard once you unlock more bosses , like satan or the headless horsemen , and if you thought this was hard enough no it wasn t the wrath of the lamb dlc will blow your mind about how hard the game is so pratically , if you re a person that looks for a hard game that requires skill and perhaps a little bit of luck regarding the items and the random events , buy this game if not then you re sad and i do not wish to speak with your further .",1,1,0
SylentPtr,698780,"November 17, 2018",3.5 hrs on record,Recommended,58,8,"i played through the game , friends watching on eagerly , as the creepy music and visual effects toyed with my mind .",1,1,0
Hotaru Thodt,413150,"May 24, 2014",400.2 hrs on record,Recommended,1,0,"and highly addictive the graphics , music , everything is excellent .",1,1,0
washington_f707,219740,"August 3, 2014",7.9 hrs on record,Recommended,1,0,"wish it was a bit longer but other than that i enjoyed the trippy music that left me in a trance , gorey massacres , and the slightly twisted masks .",1,1,1
Mellow_Online1,698780,"October 23, 2017",8.2 hrs on record,Recommended,99,1,"every kind of atmosphere , every kind of emphasis that the art team wanted to make and create , they did it to great success , which most of you can probably tell just by the game s screenshots .",1,1,1
Poon Conquerer,113200,"June 17, 2014",21.0 hrs on record,Recommended,1,0,"the atmosphere , the items , the characters , and the huge variety of enemies and bosses are what makes this game so great , and it will have you playing it over and over again .",1,1,0
Buheheporcodio,219740,"December 12, 2015",7.0 hrs on record,Recommended,1,0,the soundtrack is fantastic and it perfectly matches the game s oddity .,1,1,1
violetfx,253230,"January 19, 2014",13.6 hrs on record,Recommended,1,0,then the music becomes repetitive gameplay becomes redundant repitidundant .,1,-1,1
basically bunta,253230,"July 15, 2015",20.6 hrs on record,Recommended,1,0,hotline miami is a retro styled top down bloody beat em up that has an excellent soundtrack .,1,1,1
Draconicrose,698780,"March 13, 2017",897.9 hrs on record,Recommended,12,0,sound the sound effects in rimworld are nothing to write home about .,1,-1,1
Reloading,219740,"March 20, 2016",360.4 hrs on record,Recommended,1,0,"the music and audio is top notch , and really helps to set the mood .",1,1,1
Jordison,4000,"January 5, 2018",3.5 hrs on record,Recommended,5,0,"the music included is extraordinary as well the digital booklet included shows you all the effort they had put into this game , and after reading it i m very impressed is it worth the 10 asking price without a doubt .",1,1,1
Bitard,219150,"July 20, 2018",15.2 hrs on record,Recommended,168,35,"if i can t hear the sound of your heartbeat what do you call love in your reality and in your reality , if i don t know how to love you i ll leave you be .",0,-2,-2
toe,413150,"August 19, 2016",143.8 hrs on record,Recommended,1,0,that s harder than it sounds .,0,-2,-2
ZellTik,113200,"June 21, 2016",7.7 hrs on record,Recommended,1,0,"if you are thinking of buying this game , go ahead it has amazing music that gets stuck in your head it also has memorable characters , cool artwork , cute little pets that you just want to hug .",1,1,0
Sourese,219150,"January 23, 2014",551.5 hrs on record,Recommended,1,0,the music is repetitive but charming .,1,1,1
Hopesedge,253230,"September 18, 2018",694.9 hrs on record,Recommended,517,6,"sound ( good score ) : the sound is basic like the art , the sounds work for their intended purposes , there s nothing spectacular to talk about nor is there anything unique , the sound it has is right , but it s not something the game is well known for and isn t made to contribute a lot to the game .",1,1,0
The Cockatrice,253230,Feb-10,14.7 hrs on record,Recommended,43,2,boss fight songs are probably the best thing about the audio design .,1,1,1
Rurik,219740,May-19,2.7 hrs on record,Recommended,76,2,"pros nice and clear tutorial i liked soundtrack a lot randomly generated world , story , character .",1,1,0
downphoenix,113200,"December 31, 2011",25.1 hrs on record,Recommended,1,0,"the game plays , looks , and sounds great .",1,1,0
civet,238460,"June 24, 2016",169.7 hrs on record,Recommended,1,0,"the music , the sound effects , the graphics everything is very nice .",1,1,0
Pippers,219740,"October 15, 2017",34.9 hrs on record,Recommended,2,0,"other than that , this game is amazing and well worth the wait if you love those older styles of platformers you re in for a fun experience with a gorgeous soundtrack that s a delight for the ears .",1,1,0
god,238460,"March 28, 2018",7.0 hrs on record,Recommended,5,0,"after playing this i dont know what to think , music dosen t sound the same even food dosen t taste like anything anymore",1,0,1
sparky boi,413150,"March 21, 2015",135.5 hrs on record,Recommended,1,0,"i love the music , the weapons , the enemies , and the npc shop system this is all around amazing",1,1,1
Vanillasushi,219740,"December 25, 2017",26.2 hrs on record,Recommended,3,0,"sound fx ( good score ) : matches the game , although some ( mostly minor ) animations seem to be missing sound effects ( laser badge )",1,1,1
Degauze,253230,"June 8, 2014",8.0 hrs on record,Recommended,1,0,"addictive , pure goory fun and an amazing soundtrack",1,1,1
FAITH,413150,"March 23, 2016",51.7 hrs on record,Recommended,1,2,everyone thinks this is a farming simulator game but after i heard a creepy sound during the night and saw a green guy at the sea i will warn you that this is a horror game,1,0,0
[Panteri] Skukuy,253230,"June 19, 2015",10.9 hrs on record,Recommended,1,1,"the gameplay is fun and smooth , the sound quality is top notch , and stampers voice ( the narrator ) is pure sex to my ears .",1,1,0
Porcupine,238460,"November 24, 2017",8.2 hrs on record,Not Recommended,91,4,"while i appreciate the fact the game falls into an under served niche , is developed by a small studio , has decent music , etc .",1,1,1
paisley83,238460,"June 23, 2014",3.6 hrs on record,Recommended,1,0,the soundtrack is superb and makes me feel like a bad .,1,1,1
Nibbler,219150,"March 4, 2016",47.0 hrs on record,Recommended,1,0,the music is fantastic .,1,1,1
Elite Bean Dip,4000,"June 18, 2016",130.0 hrs on record,Recommended,1,0,even the wonderful music adds to the effect .,1,1,1
♜Poryg♔,238460,Mar-13,6.5 hrs on record,Not Recommended,13,26,"roses are red violets are blue what the heck was that i have no clue as a clich love story it begins a guy what a loser he is a literature club one day he joins a club of four members all girls a tiny pink haired tsundere one is at whatever you say , she takes a but deep down we know it s just a fake voice and as the cutest one she was my choice another one is shy , yet a psycho reading books all the time as far as i know what she likes are horrors and darkness and my least favorite one if i m honest then there s the club president , quite a beauty cheerful and outgoing , a woman of duty a popular girl all around the school and she has no boyfriend , which is quite cool last one is noone else than your childhood friend a totally clumsy girl and a sleepyhead this relationship is more complex though , in a way such as she sees you as her childhood chush .",0,-2,-2
worldend dominator,238460,"January 19, 2016",15.9 hrs on record,Recommended,1,0,a suprisingly fun game with a great soundtrack and story .,1,1,0
Seshlord420,219150,"November 20, 2014",6.7 hrs on record,Recommended,1,0,"everything about this game is awesome , the story , the layout , the soundtrack , the choices of weapons , you name it .",1,1,0
Yung Wolf,253230,"September 26, 2014",13.7 hrs on record,Recommended,1,0,all the a kick soundtrack of synth and house music that thunders wildly in the background .,1,1,1
AwooDeathSquads,219740,"October 9, 2017",28.1 hrs on record,Recommended,3,0,"not only it is utterly enjoyable , fun , and positivelly challenging at times , it also has cute visual design , great soundtrack , incredible voice acting , and levels that are actually interesting to explore .",1,1,0
𝓗𝓪𝓻𝓿𝓪𝓻𝓭,698780,"January 1, 2018",7.6 hrs on record,Recommended,9,1,"at other times , the tempo and general tone of the music had a huge impact on my emotions .",1,1,1
smahyt,219150,"August 3, 2013",5.2 hrs on record,Recommended,1,0,"fast paced gameplay , an incredible soundtrack , and a nice challenge make this game a must play .",1,1,0
Romenics,253230,"November 28, 2016",255.7 hrs on record,Recommended,63,2,very good and atmospheric music .,1,1,1
Hobo,253230,"November 16, 2014",37.5 hrs on record,Recommended,1,0,"pros : absolutely stellar soundtrack it themes the game perfectly , and is incredibly catchy art style fits the motif well .",1,1,0
Meneldil,219150,"June 30, 2014",15.8 hrs on record,Recommended,1,0,"but what really brings the two together in my opinion , is that both drive and hotline miama go straight to the point : killer atmosphere , violence , enthralling music .",1,1,0
A Real Kneeslapper!,238460,"December 27, 2015","1,963.3 hrs on record",Recommended,1,0,"but , from what i ve played , i can tell you exactly what it does and doesn t have : pros : * replayability to the extreme * godly music * really enjoyable boss fights * sense of progression * almost unable to quit it * lots of classes and unique weapons to choose from * many mods to choose from if you get bored of the main game * able to choose how you want to play the game , i .",1,1,0
automatedpos,698780,"October 9, 2017",253.8 hrs on record,Recommended,111,234,"gemini goes berserk because she missed her daily fix and attacks everyone that goes near her ( now , that sounds real life ) .",0,-2,-2
yesorno,219740,"January 23, 2013",12.4 hrs on record,Recommended,1,0,best soundtrack to a game ever .,1,1,1
jstubbles,698780,"November 24, 2017","1,031.9 hrs on record",Recommended,102,5,"when the main menu loads , you re greeted with one of the game s highpoints it s soundtrack .",1,1,1
LegitGinger,238460,"August 23, 2016",0.6 hrs on record,Recommended,1,0,the soundtrack is one of the best in recent years too .,1,1,1
kianili,238460,"March 9, 2016",237.4 hrs on record,Recommended,0,0,"where do i begin it s absolutely gorgeous the 2d pixel style game is challenging , fun , beautiful , and not to mention it s soundtrack it will certainly keep you couped up in your house for days it s both addictive and slow paced .",1,1,0
Mevvallanneous Bob,253230,"February 26, 2015",17.7 hrs on record,Recommended,1,0,"moreover , the music is just plain nice to listen to by itself if you re into it controls : while the controls may take some getting used to ( i use a 360 gamepad for games when it s available ) , that s exactly the ticket .",1,1,0
MrFunkSandwich,219740,"October 24, 2017",4.4 hrs on record,Not Recommended,143,5,"for review purposes i d like to make a few notes : i am not a phenomenal judge of art , the music is standard enough to not comment on , and being familiar with ren py , this game is a technical marvel with at least one extremely talented programmer at the helm .",1,0,0
Bye Bye Beaners ty for elo,238460,"January 4, 2014",5.3 hrs on record,Recommended,1,0,"but the music , oh sweet lord the music .",1,1,1
Kasser,238460,"July 14, 2014",6.6 hrs on record,Recommended,1,0,it is a homeage to the 80s retro electronic sounds you hear usually in action movies .,1,0,1
Kesterion,219740,"December 29, 2014",4.8 hrs on record,Recommended,1,0,it has a fun cartoony art style with some really bizarre sound effects to go with everything you do .,1,1,0
Yare Yare Daze,219740,"March 28, 2014",9.5 hrs on record,Recommended,1,0,"awesome soundtrack , great gameplay , never had so much fun with game in such short period of time .",1,1,0
ProfessorPJ123,113200,"July 8, 2016",25.7 hrs on record,Recommended,1,0,"now , onto the positives , i love the pixel graphics and music , and i did enjoy some of the characters too , the idea of using your tools less energy is one i did like , even though it got annoying at times .",1,1,0
Fältmarskalk saft och bulle,413150,"June 27, 2016",74.6 hrs on record,Recommended,1,0,pros : * the soundtrack * the 2d design * interessting events * alot of unlockable areas * character diversity * rewards strategy of farming,1,1,0
finoma,219740,"July 2, 2016",434.2 hrs on record,Recommended,1,0,"atmosphere , pacing , music , palette , gameplay , hidden items , quests , farming , the hidden dwarven items , hidden characters .",1,0,0
Neppu Tennouboshi,698780,Jun-29,14.6 hrs on record,Recommended,60,3,"there are many examples , but this is to say that the work on the music is fantastic , from creating memorable , cute tracks with only a few leitmotifs , to creating very creepy atmospheres with tiny changes in act 2 .",1,1,1
Hesperidean Cider Drinker   ★,219150,"July 19, 2013",8.8 hrs on record,Recommended,1,0,the music suits the game perfectly .,1,1,1
yee haw,219740,"October 29, 2017",13.2 hrs on record,Recommended,102,1,pros + both keyboard and controller friendly ( i used both and found the controls to be crisp on both methods ) + amazing soundtrack .,1,1,0
Mădă,219740,"July 17, 2016",11.7 hrs on record,Recommended,1,0,"i recommend this game because it s very well realised , the story is great , the narrator s voice is absolutely incredible , the mini games are funny and the end of the game is unexpected and great i want more games created by the behemoth .",1,1,0
Seegson Synthetics,219740,"October 7, 2017",2.6 hrs on record,Recommended,121,4,the music always seemed to fit the moment and that s not always easily done in any medium .,1,1,1
Blank,238460,"November 15, 2017",7.3 hrs on record,Recommended,4,0,don t even get me started on the sounds and the music .,1,0,1
KRAUSER-SAMA,219740,"October 17, 2018",55.2 hrs on record,Recommended,218,8,"+ sound : this section on music and sound design is probably the weakest , at least in my opinion , of the pros .",1,1,1
TheAquaticApe,219150,"January 18, 2013",5.8 hrs on record,Recommended,1,0,sadistic fun and a great soundtrack .,1,1,1
Indie,219150,"April 17, 2016",62.4 hrs on record,Recommended,1,0,"the feeling in each season s music is absoloutly perfect : spring feels like as if everything is new , summer has the hype of it , fall feels sad and at the same time it makes you smile , and winter feels lonely and cold .",1,1,1
