AccountName,gameId,Date,Hours_Played,isPositive,noOfHelpful,noOfFunny,review,isValid,Polarity,isSingle
ShadowAura,238460,"December 28, 2013",67.8 hrs on record,Recommended,1,0,"GMod puts huge emphasis on the physics and mechanics of object manipulation , which allows for a whole new range of gameplay options that set it apart from other games .",1,1,1
Ioplop,253230,Jan-27,300.5 hrs on record,Recommended,26,3,"From GUI changes to new weapons , to other humanoid races , to instakill laserbeams .",1,0,1
kinggimped,219150,"July 17, 2016",521.5 hrs on record,Recommended,6,0,"You have a handful of building materials , enough food to last a week , and some simple weapons .",1,0,1
Kat,4000,"November 22, 2017",478.6 hrs on record,Recommended,3,0,99 got me a triple A game that I got about 24 hours of gameplay out of before I got bored of it .,1,-1,1
Gay Elf,294100,"May 5, 2016",44.8 hrs on record,Recommended,1,0,The gameplay is simple yet fun .,1,1,1
Hella,238460,"March 28, 2018",305.2 hrs on record,Recommended,250,556,"Early Access Review Getting raided by some tribal savages Murderize the out of them One unconsious tribal savage survivor , Non existiant combat skills and incapable of most other jobs Throw him in the prison Torture him with ancient phycic artifacts we stole from one of his factions caravans Brain sets on fire a couple of times , left essensally braindead Forcibly remove his arms and replace them with ancient robot arm blades He gets recuited into the colony Everyone hates him due to him being disfigured and braindamaged Almost no mobility , manipulation and consiousness due to forcibly installed knife arms and brain damage First thing he does with his freedom is he takes a joint from the kitchen and takes it to someone elses room Smokes it and immidiately dies , due to the smokeleaf lowering his already nonexitant brain function to that of a potato Avarage mood of the colony goes up as most of the colonists rival just died , They have a party Colony wolves gorge themselves on his corpse",1,0,1
Blitz,4000,"July 15, 2016",103.2 hrs on record,Recommended,742,57,My suggestion to this is to play the game on a reduced difficulty and learn from your mistakes .,1,0,1
Spooky E-boy #2403,253230,"April 12, 2014",32.9 hrs on record,Recommended,1,0,"The Gameplay : Very fluid controls , if you get hit it's not the game's fault but yours .",1,1,1
yoda gaming,238460,"November 4, 2012",191.8 hrs on record,Recommended,1,0,"Now , just combine fast paced gaming , brutal enemies , hundreds of item combinations , random dungeon structures , and a wide variety of bosses , and you've pretty much summed up this epic game .",1,1,1
boob,698780,"January 18, 2018",5.7 hrs on record,Recommended,6,1,"I mean , seriously , it's a big improvement over Simon's Quest , where a ing box appears and it interrupts the gameplay .",1,1,1
pyronikfool,238460,"August 8, 2016",60.3 hrs on record,Recommended,1,0,"The developer , however small , is smart and deserves the credit for making a game as genuine and knowledgeable to core , enjoyable , gameplay mechanics .",1,1,0
Lyithos,219740,"June 20, 2014",616.6 hrs on record,Recommended,0,0,"A fun , challenging survival game with an interesting gameplay style added to it .",1,1,0
Bironic,698780,"May 19, 2016",133.0 hrs on record,Recommended,1,0,"1 ) The gameplay can get a little repetitive BUT it's all really relaxing and calming and there's almost always room for more improvement ( and if that's not enough , you can add some mods to spice it up ) .",1,1,1
wario,219150,"January 27, 2013",3.9 hrs on record,Recommended,0,0,Definitely worth a buy if you want mindless violent fun with an interesting stealth mechanic .,1,1,1
Ahmysin,219740,"January 4, 2015",6.0 hrs on record,Recommended,1,0,Totally Awesome First was holding back cause of the class 2D look but the gameplay and soundtrack is totally awesome Not to mention the humor included .,1,1,0
unreasonably girthsome doinks,219740,"December 8, 2013",97.3 hrs on record,Recommended,1,0,"This epic 2D platformer offers a special type of combat gameplay , that I haven't experienced in any other game , and huge amounts of items , mobs and bosses that make Minecraft's vanilla content look pre alpha .",1,1,1
OblivionPenguin,219150,Jun-01,159.5 hrs on record,Recommended,72,5,"While this is true of some of the earlier skirmishes , your beginners luck can quickly turn on you when you face higher numbers of enemies with more developed weapons .",1,0,1
yee haw,253230,"October 29, 2017",13.2 hrs on record,Recommended,102,1,Pros + Both keyboard and controller friendly ( I used both and found the controls to be crisp on both methods ) + Amazing soundtrack .,1,1,0
MechMK1,219740,"July 31, 2017",258.3 hrs on record,Recommended,24,4,"All in all , I consider this game to be easy to pick up , if you do not go overboard in the beginning and settle in the middle of an ice desert on extreme difficulty on your first run .",1,1,1
The Fattest Nut,219740,"July 3, 2016",165.7 hrs on record,Recommended,0,1,"The only downside to having so much content is the amount of time spend looking on the wiki for help , and the amount of downtime mining and farming enemies between bosses .",1,0,1
adam,219150,"June 24, 2014",1.7 hrs on record,Recommended,1,0,"In conclusion , though this game is extremely violent and the combat / AI system is poor , I recommend playing it because of the excellent aesthetics and soundtrack the game provides .",1,-1,0
Richi01,238460,"August 14, 2014",92.5 hrs on record,Recommended,1,0,"For me , I found 0 bugs or glithces , so gameplay is more than enjoyable on both fronts : fun from the game itself ( plot , mechanisms , easter eggs and hidden references .",1,1,0
Deph Pyro,413150,"February 24, 2015","1,023.3 hrs on record",Recommended,1,2,"We got another new biome , a stubborn boss , more weapons and .",1,1,1
i need a girlfriend,294100,"July 8, 2015",328.4 hrs on record,Recommended,1,0,God it's just ing These new bosses and weapons and the people and events and .,1,1,0
Slim Shady,219740,"November 9, 2014",16.3 hrs on record,Recommended,1,0,": ( Even after the game , there are multiple masks and weapons to unlock afterwards .",1,1,1
Vontes,238460,"January 9, 2015",1.7 hrs on record,Recommended,1,0,A lot of community maps to keep those gameplay hours running .,1,1,1
standox420,253230,Sep-15,132.1 hrs on record,Recommended,32,3,"i am giving this game a ( good score ) there are a few things i am still fumbling with as far as controls and understanding how to keep pets from walking inside and outside of my houses causing dirty floors , i also am struggling with animals that self tame that you want to release from your care that don't seem to vacate as you free them .",1,1,1
"WELCOME, THRILLHO",238460,"June 28, 2016","1,230.2 hrs on record",Recommended,1,0,"Building your base and crafting are very entertaining , combat is fast paced and varied , many items have quirky but powerful utility not always obvious but very rewarding when discovered .",1,1,1
Hackdeen,219740,"December 11, 2013",13.5 hrs on record,Recommended,1,0,"It follows the disturbing story of a contract killer , wrestling control over his actions with a series of personalities .",0,-2,-2
Xaelon,294100,"July 14, 2015",428.4 hrs on record,Recommended,1,0,"Take Solid sidescrolling combat ( with screen filling bosses ) , combine it with minecraft esque digging and building and then add a TON of sweet loot to find and you'll have Terraria .",1,1,1
Orpheolus,238460,"March 23, 2015",386.7 hrs on record,Recommended,1,0,This difficulty spike is a major downside and if you don't have friends to play with these times will be very hard even when the end of hardmode does come around with the best of stuff you are still at the disadvantage .,1,0,1
Stormo,4000,"February 4, 2017",617.7 hrs on record,Recommended,148,7,"Another nice touch is that instead of simply choosing from a shortlist of cookie cutter difficulty levels like Easy , Medium , Hard , RimWorld also offers you several narrators to choose from , who don't really make the game harder or easier , but different .",1,1,1
BeardedButt,294100,"April 24, 2016",402.4 hrs on record,Recommended,0,0,Best Harvest Moon clone yet It even has some things taken from Animal Crossing Yes I recommend : ) Pros : Everything except for 2 things Cons : The fishing mechanics need a little work Having to face one way and click your mouse the same way for every action sucks .,1,1,1
lummis,698780,"September 13, 2015",74.7 hrs on record,Recommended,1,0,"Yet it is very similar because of the gameplay and everything being composed of blocks that can be mined , moved and placed etc .",1,0,1
althanaes,219740,"March 27, 2018","12,362.6 hrs on record",Recommended,53,55,"Early Access Review Are you a compassionate , reasonable and well intentioned person who generally likes to see to it that people are taken care and prosperous Then RimWorld might be for you lead your colony of helpless pawns to a safe and better future Build them quality furniture , fine meals , 24/7 quality medical care and all the Joy objects known to man Are you a sociopathic sadist , who enjoys seeing people suffer in whole or in part , here meaning that the people are either subjected to various degrees of suffering , or that the people are cut into parts and then subjected to the same degree of suffering , or that all of the people are cut into various parts , and then suffer in a 100 200 degree oven Then RimWorld might also be for you Perform unnecessary surgery on your prisoners , feed their dead friends to them , or replace your peoples body parts with machinery Build a terror inspiring dread citadel of depressing black slate brick cemented by the mortar of a thousand dead enemies , and become the city that even the pirates are terrified of Do you enjoy gof nn lii ph nglui shog ot syha h lloigshogg RimWorld ahornah llll ah ymg ahagl ah mods ot lloig ch nglui ahog n ghftlloig ng shogg naIIII mgn ghft ngnah fhtagn RimWorld's got something for everyone .",1,1,1
Honey Badger,238460,Jul-04,794.6 hrs on record,Recommended,34,5,"you're not completely alone however , you do have a gentle tribe and a gentle outlander faction that are neutral , but give them gifts and they will become allies , they will send trade caravans to trade items , from exotic wonders to deadly weapons that can annihilate large groups of people , and make them your allies and they will even come to help you fight off raiders , whether you request them to help you out or they willingly surprise you with reinforcements , you will be more than glad to have them by your side .",1,0,1
VTG1800,113200,"March 14, 2016",0.7 hrs on record,Recommended,0,0,"Positive : Simple gameplay Quest for mission Be careful when planting , because there is a bird that can damage Atmosphere music Feature gameplay Mood social like HarvestMoon Reasonable price Season Negative : Graphics setting too low No Multiplayer invite friends to farm ( You can see Animal Crossing ) No Workshop Map not large Score : 8 .",1,1,0
Porcupine,253230,"November 24, 2017",8.2 hrs on record,Not Recommended,91,4,"Updates are typically filled with what are technically minor achievements , without significantly touching the core gameplay oh , I added a new mental break for your pawns , same mechanic , but this action targets X instead of Y ) .",1,0,1
The Grotesque Abomination,219150,"November 20, 2014",10.7 hrs on record,Recommended,0,2,"A frenetic 2D 16 bit retro top down shooter with 20 missions to play , 33 weapons to unlock , and 25 masks to unlock that each grant a special ability .",1,0,1
Taorgax,698780,"February 17, 2017",125.0 hrs on record,Recommended,49,2,"Many important mechanics are barely mentioned or not even touched upon ( setting work priorities manually is one such glaring omission ) losing colonists because of mistakes you're aware of or gambles gone wrong is fine , but having them die because you didn't understand a part of the UI is frustrating , and there may be a lot of that if you don't go looking for tips before diving in too deep .",1,-1,1
Mama Bear,238460,"January 6, 2015",22.8 hrs on record,Recommended,1,0,"The storyline is extremely strong and gameplay is smooth and quick , but nothing could overcome the perfect soundtrack .",1,1,0
alsoandanswer,219150,"December 25, 2016",784.1 hrs on record,Recommended,21,56,"Keep your friends close , and your enemies closer by turning them into human leather hats .",1,0,1
Cyrus Deacon,219740,"July 29, 2016",555.4 hrs on record,Recommended,3,0,Luckily it was tribes people again with low tech weapons .,1,0,1
GrayStillPlays,294100,"October 9, 2016",159.9 hrs on record,Recommended,23,1,"You can choose a difficulty , a biome , a storyteller ( the style of AI when it comes to how challenges and boons come to your colony ) , and you can even generate your colonists .",1,1,1
Aavak,219740,"July 15, 2016",513.3 hrs on record,Recommended,66,1,"Rimworld also boasts some amazing audio assets and impressively atmospheric music that really helps to set the mood in the game The difficulty is highly customisable , and combined with the detailed scenario editor , allows you to tailor each game to suite your particular skill level .",1,1,0
psycosulu,219740,"July 10, 2014",7.7 hrs on record,Recommended,1,0,"The gameplay was difficult at times but the responsive controls and quick respawns made death a thing to be learned from , not as a tool for punishment .",1,1,1
vladde TF:GO,219150,"April 27, 2014",15.8 hrs on record,Recommended,1,0,"And you do it again , and again , each time still dying to the same enemy left across the room .",1,0,1
Kolo,219150,"February 22, 2017",87.2 hrs on record,Recommended,23,1,"Yes , some can argue that alot of the mechanics and concepts were there before , but they are put in such a great way that makes it one of the best games i've ever played .",1,1,1
Mr. Bear,219150,"July 20, 2016",2.7 hrs on record,Recommended,4,0,"I did not come from a background of Dwarf Fortress of Prison Architect , nor did I believe that I would be a fan of the methodical and careful harvesting , construction and management that RimWorld's gameplay prominently features .",1,1,1
Belmont,219740,"December 14, 2014",47.6 hrs on record,Recommended,1,0,The combat is brutal and visceral and you'll invariably die a lot .,1,0,1
DUDE_,238460,"July 14, 2014",9.9 hrs on record,Recommended,1,0,"Awesome soundtrack , great gameplay , buy this now",1,1,1
Nick,253230,"July 10, 2017",491.4 hrs on record,Recommended,7,0,Mechanoids with devastating weapons arrive in their drop pods and crashed ships ready to incinerate you and sharp clawed insectoids which spawn at the most inopportune times possible will attempt to decapitate your colonists .,1,0,1
millseric1991,294100,"January 10, 2017",159.2 hrs on record,Recommended,62,35,They all had great weapons for that point in the game .,1,1,1
lone,253230,"October 26, 2017",12.5 hrs on record,Recommended,4,1,"Not only for its interesting characters and its provocative gameplay , but its spin on what a dating sim is / can be and human to computer interactions completely hooked me on it .",1,1,0
Molon labe,4000,"July 17, 2016",237.6 hrs on record,Recommended,41,3,"Game will never get boring even in the mid and late game , especially if you'll choose challenging difficulty to spice up the gameplay with some action .",1,1,1
Zear,219740,"October 12, 2017","2,271.2 hrs on record",Recommended,3,0,I put the corpses of my enemies in a special freezer and leave it open to my animals for free pet food .,1,0,1
Maelstrom,4000,"December 5, 2015",35.1 hrs on record,Recommended,1,0,That being said the combat mechanics are just awful .,1,-1,1
jc ham,253230,"March 26, 2013",43.4 hrs on record,Recommended,1,0,"The gameplay provides a very special breed of tension and strategy , mixed with sheer reckless abandon .",1,1,1
The Best Guy,698780,"June 21, 2016",75.0 hrs on record,Recommended,1,0,It has the capability to keep you at your computer long into the night with a very achievement based gameplay drive .,1,1,1
Callcenter of the Void,294100,"September 22, 2016",170.9 hrs on record,Recommended,0,0,"On a related note to combat , the way raids work removes the ability to make bases that aren't one giant building .",1,0,1
nope.,4000,"October 25, 2018",252.0 hrs on record,Recommended,19,1,": P The amount of gameplay variety is enormous , there is farming , animals , power systems , an in depth health system , different skills , travel , planetary seasons , strange individuals and even a scenario editor that allows in depth customization of the gameplay .",1,1,1
Slim Shady,238460,"November 9, 2014",16.3 hrs on record,Recommended,1,0,"Or , he can pick one of the knocked down enemy's bat , and then bash his head in with it .",1,0,1
Zyga,219740,"November 11, 2017",39.5 hrs on record,Recommended,56,9,Exactly what is this game The Good : Tight controls .,1,1,1
olevur,698780,"February 29, 2016",86.2 hrs on record,Recommended,1,0,Would recommend this game for people who like pixelated graphics and enjoy having an open world where they are free to build what they want and those who are looking to battle and grind to fight the toughest monsters .,1,1,0
Zuro,219740,"March 20, 2012",49.6 hrs on record,Recommended,1,0,"it's made to be highly replayable , with no two runs being alike in the way of found power ups and enemy / room layout .",1,1,1
Eh Bored Can of Bros,219150,"June 23, 2014",10.0 hrs on record,Recommended,1,0,"Shoot , Bash , Stab , Throw , Punch or Execute every enemy in your path .",1,0,1
Mitalis,219740,"February 29, 2016",97.5 hrs on record,Recommended,1,0,"The game is pretty , the controls are pretty decent , the joystick support is nice although I haven't fully figured out all the controls for that yet .",1,1,0
Vultcha_,4000,"August 8, 2016",318.9 hrs on record,Recommended,4,0,"i'm looking forward to further playthroughs with mods , different start conditions , and harder difficulty at some point , as well as eagerly looking forward to what further content gets added to the game so can say for me that replayability is high for the game .",1,1,1
Kelsia,413150,"July 10, 2016",158.7 hrs on record,Recommended,1,0,"The only issue i would have with this game is the fishing mechanic as it can be a little awkward , but the modding community has created ways of getting around that Get this game trust me you won't regret it : P / 10",1,1,0
b,253230,"December 7, 2018",23.4 hrs on record,Recommended,82,2,"While the main game isn't awfully long ( perhaps 10 15 hours ) , the Steam workshop / community really adds to the gameplay .",1,1,0
GeoffSmites,219740,"September 25, 2016",896.4 hrs on record,Recommended,12,0,The difficulty is adjustable somewhat .,1,0,1
Montassiner,238460,"November 12, 2018",51.2 hrs on record,Recommended,71,73,"( set on rough difficulty , with no loads allowed , main AI ) I started my colony with three people , Duvallo , Sweatpea , and Red .",1,0,1
IncongruousGoat,219740,"May 7, 2014",903.1 hrs on record,Recommended,1,0,"( For those of you who are curious , the weapons described are the Stynger , the Horseman's Blade , and the Blizzard Staff . )",1,0,1
Great Hero J,294100,"October 20, 2018",245.6 hrs on record,Recommended,4,0,"The graphics seem shabby , but it works very well with the gameplay , as it keeps everything clean and simple and easy to understand .",1,1,0
SadcatIce,219740,"June 6, 2016",184.5 hrs on record,Recommended,1,0,Adding in weapons is always fun .,1,0,1
Misheru-san,294100,"March 29, 2016",115.4 hrs on record,Recommended,1,0,I love everything about this game EXCEPT the fishing mechanics .,1,1,0
Lunchmuny,219150,Apr-09,297.9 hrs on record,Recommended,451,86,It could also be a nightmarish hellscape of difficulty that leaves you questioning your sanity as each and every one of your colonists desperately clings to the last remnants of their fleeting hope while snorting yayo to numb the pain of their missing eye .,1,0,1
bluemuppet,219740,"November 24, 2017",13.3 hrs on record,Recommended,68,2,"An excellent example of a 3D platformer done right , with tight controls and camera work ( for the most part ) .",1,1,1
Captain Oblivious,219740,"September 14, 2018",5.8 hrs on record,Recommended,3,0,"While i've had a few technical gripes , the game makes up for them by having memorable characters , clever writing , engaging gameplay and worlds to explore , and HATS Also , the devs JUST released DLC for the base game and it's FREE ( for 24 hours ) who does that That's fantastic Even at full price this game is worth it do yourself a favor and enjoy one of the best platformers ever made",1,1,0
NoOne,294100,"November 24, 2016",521.7 hrs on record,Recommended,10,0,"Finally , my last gripe is that when playing it over and over , over coming hte struggles and problems that face early on makes each game fun and lasting , but when you get to the time of self sufficiant , decemating all enemies within seconds , and being increadably rich , gets boring and nearly all games I had ended up like that .",1,0,1
Dubzilla,219740,"July 27, 2016",131.8 hrs on record,Recommended,17,0,"After my first play I was so impressed with the gameplay , story line and content that I purchased my own copy just to support the developers .",1,1,0
Dananuh,219740,"December 4, 2013",21.7 hrs on record,Recommended,1,0,"The rooms are randomised every playthrough , which really gives the game a lot of replayability factor , because you never know what is going to turn up in every room , and that goes for everything ( bosses , items , general enemies ) .",1,1,1
KRAUSER-SAMA,698780,"October 17, 2018",55.2 hrs on record,Recommended,218,8,"There are three essential difficulties known as AI story tellers , how can these diversify your experience Simply put , the higher the difficulty , the harder this game will try to F * * * YOU UP .",1,1,1
Todd,219740,"April 9, 2014",122.9 hrs on record,Recommended,0,0,"Also the enemies , they are so creative I mean look at them Werepig Deerclops Tree guardian and much more this game is so much better than Minecraft and I hope this game soon becomes bigger than Minecraft overall If you are choosing Minecraft over this , you Sir / Madam are crazy .",1,1,0
Nibbler,238460,"March 4, 2016",47.0 hrs on record,Recommended,1,0,"The gameplay retains all the fun elements of Harvest Moon , plus making everything much easier to do by virtue of the mouse control .",1,1,1
DiatheDragon,238460,"May 1, 2014",34.6 hrs on record,Recommended,1,0,The music is perfect as well as the gameplay .,1,1,0
Mimbsie,219740,"May 14, 2016",96.9 hrs on record,Recommended,1,0,Even after nearly 70 hours of gameplay there is still so much more left to be discovered in this beautifully immersive world .,1,1,1
Riako,294100,"March 2, 2016",21.3 hrs on record,Recommended,1,0,"The controls are a bit difficult and I often water the wrong plant ( twice ) , which results in them being hyperhydrated and growing slower .",1,-1,1
Iaro Delta,219740,"July 4, 2014",20.9 hrs on record,Recommended,1,0,"The gameplay however , is just as good as the narration or even better .",1,1,0
boyflea,698780,Jul-01,0.2 hrs on record,Recommended,25,10,"Pros : a refreshing take on visual novels a simple goal , well executed the poetry is a great little mechanic and it helps flesh out the competing cuties Cons : as a visual novel , the first act is knowingly well trodden : you need to know there is an upcoming twist to really stick with this game My Score : ( good score ) Community : 99 See also .",1,1,0
Kemo,294100,"July 28, 2016",147.4 hrs on record,Recommended,219,9,"Your choice of Storyteller dictates what kind of events you'll see in the game while a second , traditional difficulty level , decides how tough these events will be on your colony .",1,0,1
DuoKidd,219150,"August 8, 2015",66.3 hrs on record,Recommended,1,0,The Terraria Experience : Create character Build a sweet house find a large tree with loot under it make my house better with loot head underground find sweet Ores and minerals cheese your way through enemies with throwing knives and shurikens meet friendly skeleton merchant whose too expensive for you take 3 steps to the right die to boulder trap and lose gold ( good score ) sweet game full of content to waste many hours on,1,1,1
Abhainn,698780,"May 13, 2018",797.7 hrs on record,Recommended,7,1,And that's not even mentioning the complexity of how the actual settlement mechanics work .,1,0,1
avaster,219150,"December 22, 2018",577.9 hrs on record,Not Recommended,78,6,"7 The colonists just had a raid , they instead walk off leaving all of their dead buddies to go eat , why are they so stupid and incompetent to save their buddy themselves Instead I have to do it myself because the mechanics are not great .",1,-1,0
MaarteN,698780,"December 21, 2016",441.7 hrs on record,Recommended,135,7,"Challenging , the game keeps you at a constant pace of difficulty to keep you satisfied and not bored , although there is an option to change that for example the Randy random mode .",1,1,1
LilyHammer0709,238460,"July 26, 2016",84.5 hrs on record,Recommended,21,12,"Stories are generated by simulating psychology , ecology , gunplay , melee combat , climate , biomes , diplomacy , interpersonal relationships , art , medicine , trade , and more .",1,0,1
Gathos,219150,"November 20, 2014",149.1 hrs on record,Recommended,1,0,"If you don't like difficulty , anger , and death , don't buy this .",1,0,1
