AccountName,gameId,Date,Hours_Played,isPositive,noOfHelpful,noOfFunny,review,isValid,Polarity,isSingle
KRAUSER-SAMA,238460,"October 17, 2018",55.2 hrs on record,Recommended,218,8,"Pros : + Non graphically intensive , top down management + An ever evolving story making for a very replayable game + Absurd amount of mods + Sound design is fair Cons : + / Relatively high learning curve , ymmv + / The graphics aren't for everyone More In depth + Story : let's get into why Rimworld is so great , shall we The story is a key point for me ( you re free to argue on that one , I don't think there s a right or wrong answer here ) as this game , technically speaking , doesn't have a story .",1,1,0
nope.,698780,"October 25, 2018",252.0 hrs on record,Recommended,19,1,"It looks stylized , quite beautiful and allows for an unprecedented amount of gameplay detail and flawless performance .",1,1,0
PierreOfTheFrench,219740,"October 18, 2017",14.3 hrs on record,Recommended,3,0,"Great visuals Level design is awesome Ton of varying puzzle / fight mechanics Audio is great ( Voice acting / music / effects ) Camera never got in my way Movement felt very fluid Things that felt odd : Some throwables end up being B to pick up and X to throw , and others B to pick up and B to throw .",1,1,0
meareaperson,219740,"June 20, 2015",3.0 hrs on record,Recommended,1,0,"I love the abundance of masks , all leading to different styles of play , from throwing guns to kill people instead of shooting them , which can alert others , to punching a dog leaping at your throat and crushing its skull in , this game is a beautiful , albeit violent gaming experience , which I highly recommend .",0,-2,-2
Dreamlinker,238460,"February 22, 2014",5.7 hrs on record,Recommended,1,0,it's psycadelic and 8bit graphics fit the game's overall style and story perfectly .,1,1,0
cerespallas,294100,"February 29, 2016",213.2 hrs on record,Recommended,1,0,Harvest Moon + Rune Factory + Terraria + Animal Crossing in 16 bit graphics,1,1,1
Pwnisher,698780,"March 5, 2016",193.2 hrs on record,Recommended,1,0,"Its atmosphere , ambience , music , silly character quirks , all of the intricate things that don't REALLY MATTER make this game .",1,-1,0
Kruzil,238460,"May 30, 2015",3.4 hrs on record,Recommended,1,0,10000000 00p graphics My modern human eyeballs can't even see,1,0,1
Killigin,219740,"October 7, 2017",19.8 hrs on record,Recommended,18,1,Design Each world bleeds personality with great visuals no two worlds are alike .,1,1,1
ND4SPD,113200,"December 2, 2012",18.6 hrs on record,Recommended,1,0,"Fitting music and gruesome sound effects the audio varies from funny to haunting , exactly that of the atmosphere .",1,1,0
allenjlap,698780,"April 28, 2017",37.0 hrs on record,Recommended,379,241,"Decent colony with 6 people , all friends with each other Hans , the colony leader and best shooter , gets sick with sleeping sickness Bedridden as hell , cant move at all This is annoying , because i'm short a worker Helen , the caring and beautiful doctor , spends long hours tending to him and chatting Hans keeps asking her out , she keeps rejecting Weeks pass and it looks like he won't make it Out of pity Helen finally accepts his advances , Hans is overjoyed Everyone visits him , chatting him up , feeling sorry for him Spice up Helen s room so she won't be as sad when Hans inevitably passes At the last minute , Hans miraculously recovers Everyone is happy , and Helen wants to build a queen bed they can sleep in together Helen goes out to the edge of the map to gather some steel Raiders suddenly show up and catch her off guard Helen is speared to death , absolutely torn to shreds Hans goes berserk , kills all 5 raiders himself then coops up in his room in a depressed state ( good score ) would suffer the greatest plot twist in gaming again",0,-2,-2
Mr. Bear,219150,"July 20, 2016",2.7 hrs on record,Recommended,4,0,All you need is a playlist of your favorite music and a nice glass of your favorite refreshment and you re ready to create a beautiful new world .,1,1,0
Mys2,4000,"November 3, 2017",3.7 hrs on record,Recommended,"1,110",31,"I guess what resonated most with me is that this sort of synthetic , yet beautiful interpersonal scenario can only exist in a simulated environment .",0,-2,-2
Vincent,4000,"July 17, 2016",76.0 hrs on record,Recommended,1,1,Dwarf Fortress with guns and actual graphics .,1,1,0
Naju34,113200,"January 3, 2016",338.1 hrs on record,Recommended,1,2,"A game in which grinding is actually fun and not tedious , with a very interesting class based co op , epic boss battles , amazing OST , beautiful art and sprite design , and really , really fun gameplay .",1,1,0
Kemo,294100,"July 28, 2016",147.4 hrs on record,Recommended,219,9,A beautiful character will be better in social situations and a psychopath is incapable of social interaction and only cares about things that directly impact them .,0,-2,-2
Nectarine2000,294100,"July 25, 2014",79.2 hrs on record,Recommended,1,0,"from the creepy atmosphere to the funny bosses , random dugeons , whats not to love i recomend this game to anyone and everyone .",1,1,0
Ioplop,238460,January 27,300.5 hrs on record,Recommended,26,3,It was beautiful .,1,1,1
Tenda is Suddenly Garlic?,253230,"March 6, 2016",110.4 hrs on record,Recommended,1,0,"Faithful at most times to the exact mechanics of early Harvest Moon games , Stardew Valley improves with more varied graphics and a number of quality of life improvements .",1,1,1
SneakyFox,4000,"August 18, 2016",76.5 hrs on record,Recommended,1,0,"The visuals used to represent the world , the characters and animals in it , and the elements of buildings are clear and distinct enough for you to tell at a glance what is going on .",1,1,1
Cosmoknaut,4000,"April 27, 2016",29.9 hrs on record,Recommended,1,0,"it's Harvest Moon meets Rune Factory all the charm and dulcet atmosphere of the former meeting the faster paced , engaging pace and openness of the latter .",1,1,0
Tyler,698780,"November 25, 2016",42.1 hrs on record,Recommended,9,0,I personally feel like it's a great looking game and the visuals do grow on you .,1,1,1
NateinMpls,219150,"June 10, 2016",75.2 hrs on record,Recommended,1,0,This game has great retro graphics and a lot of charm .,1,1,1
Yossarian the Assyrian,253230,"November 13, 2017",12.8 hrs on record,Recommended,227,8,"DDLC is a visual novel basically , a hybrid of a book and a game where you read through text ( accompanied by visuals ) , make decisions , and see their impact on the story .",1,0,0
Pappiri,219740,May 12,106.7 hrs on record,Recommended,4,0,"ing amazing , i wasted 3 hours of my life nonstop playing this because i'm garbage and the world hates me really good though , my experience with co op was chaotic but beautiful and the platforming and whatnot is great .",0,-2,-2
Mumra,238460,"August 2, 2016",63.3 hrs on record,Not Recommended,583,30,"Certainly there are some good things here , I have over 40 hours logged because the game's world and mechanics are intriguing the graphics have a certain charm , they are more than adequate for a game like this , and it is set in an interesting and well thought out sci fi world .",1,1,0
T.J,219150,"December 21, 2014",21.1 hrs on record,Recommended,1,0,+ Pros : + Great retro graphics + Amazing soundtrack + Good story + Lots to unlock Mask s + Weapons Cons : No Key Mapping ( Would have like to change keys ) Might Have To Take Up Drugs .,1,1,0
Yizz,294100,"June 25, 2016",269.4 hrs on record,Recommended,1,0,"Places like the community center or the museum extend the amount of time you can spend with the game The art style is beautiful The music is amazing The game will make you happy , calm , and relaxed It is only 15 ( when not on sale ) Cons : Some of the characters are not as well written as others There are some small bugs , many of which have probably been fixed by the time of your reading this Overall , I love this game .",1,1,1
~effete & precious~,698780,April 13,"1,323.4 hrs on record",Recommended,191,50,"Now , you do have to be somebody who can lovingly , patiently build something beautiful and watch it get ripped apart by aggro natives named Black Human and Purple Bear .",0,-2,-2
Madi,238460,"March 10, 2016",234.3 hrs on record,Recommended,1,0,"Stardew Valley is a beautiful game , it really is everything you'll hope it to be .",1,1,1
LWS,219150,"July 9, 2015",56.4 hrs on record,Recommended,0,1,beautiful,0,-2,-2
Gatoraiden,219740,"October 29, 2017",0.7 hrs on record,Recommended,5,0,"Characters were cute Natsuki was very tiny and adorable , Monika was beautiful and deserved better , Yuri was .",0,-2,-2
Hashshashin,4000,"September 27, 2017","1,052.2 hrs on record",Recommended,74,4,If you have sat on the fence or gameplay means more than graphics then buy this you will not be dispointed .,1,0,0
jbtheskater,253230,"June 5, 2014",9.3 hrs on record,Recommended,1,0,"The music , the art style and the atmosphere are at once simplistic and unforgettable .",1,1,0
AcceptTheMeat,219740,"November 25, 2013",40.2 hrs on record,Recommended,1,0,much good very game wow graphics is gore,1,1,1
Elesh Norn,238460,"March 4, 2016",72.1 hrs on record,Recommended,1,0,"Covered in a beautiful pixel graphics , with smart farm / fishing / dungeoneering gameplay and regular updates .",1,1,0
EndoNerd,219150,"August 3, 2016",176.5 hrs on record,Recommended,1,0,Stardew Valley takes everything that was awesome and makes it AMAZING The graphics are perfect and compliment the story I absolutely have no issues with this game .,1,1,0
liamzdemon,253230,"June 26, 2014",64.8 hrs on record,Recommended,1,0,amazing graphics fun for all da family ( sort of ) so buckle your pants for the game of a life time in BattleBlock Theater,1,1,0
Aeri,413150,"March 23, 2016",305.8 hrs on record,Recommended,1,0,"This is the perfect nostalgia sandbox MMO for those who love old school style graphics while building , crafting and exploring .",1,1,0
Daeminos,238460,"June 3, 2016",697.3 hrs on record,Recommended,1,0,"As you play through the multi faceted worlds , you explore many wonderful mysteries and beautiful biomes filled with danger and great rewards .",1,0,0
SneakyFox,4000,"August 18, 2016",76.5 hrs on record,Recommended,1,0,"However , it is worth noting that if photo realistic graphics are what you re looking for then this probably isn't the game for you .",1,0,0
Predysto,698780,"November 16, 2017",6.7 hrs on record,Recommended,8,0,"Really well made After that , it was very creepy , I felt uneasy playing the game , the horror atmosphere was intense .",1,1,1
Riako,4000,"March 2, 2016",21.3 hrs on record,Recommended,1,0,"Oh , wow , what s that telescope These flowers look beautiful And what is that stone blocking there I wanna find out .",1,0,0
Merlin,413150,"February 28, 2016",129.7 hrs on record,Recommended,1,0,Way more to do than in many of the Harvest Moon games and the graphics are charmingly retro .,1,1,1
Stoned Raider,253230,"November 21, 2014",15.1 hrs on record,Recommended,1,0,great game the story is very funny and stamper just adds to the comedy the levels are very fun to play the graphics are charming and just pull you in i give this game a 9 out of 10 and you should pick it up .,1,1,0
Kali Archon,219740,"March 2, 2016",455.1 hrs on record,Recommended,1,0,"I personally think it's beautiful , and my boyfriend stared at me weird when I said so verbally when I first loaded it up .",1,1,1
Z~,698780,"July 26, 2017",496.6 hrs on record,Recommended,21,2,"The graphics and UI are exceedingly simple , but consistentent in style .",1,1,1
Paul Memes (Memings the game),238460,"March 9, 2014",26.7 hrs on record,Recommended,1,0,"Great story , great graphics , great gameplay , great music .",1,1,0
DoW.Phr0stY,253230,"April 2, 2018",5.7 hrs on record,Recommended,39,2,"Soundtrack is great and progression of the way the music plays throughout the game adds to the atmosphere of the game , definitely affecting how you feel within the game .",1,1,0
Nomika,219740,"July 7, 2014",14.6 hrs on record,Recommended,1,0,Unique and fun story and graphics .,1,0,0
livi,219150,"June 11, 2017",48.4 hrs on record,Recommended,242,43,"Out in the distance , a beautiful creature appeared .",0,-2,-2
Definitely not a Lolicon,4000,"February 28, 2016",54.5 hrs on record,Recommended,1,0,"it's got very nice atmosphere , LOTS and LOTS of stuff to do , monsters to slay or treasures to find etc .",1,1,0
Mellow_Online1,219150,"October 23, 2017",8.2 hrs on record,Recommended,99,1,"Every kind of atmosphere , every kind of emphasis that the art team wanted to make and create , they did it to great success , which most of you can probably tell just by the game's screenshots .",1,1,0
genkipro,698780,"April 17, 2017",11.6 hrs on record,Recommended,33,2,"Graphics The graphics in RimWorld are an odd mix that I wasn't sure about to begin with , but i've decided that I like them .",1,1,1
uh-oh,253230,June 29,15.3 hrs on record,Recommended,2,0,"I love the game's charm , graphics and humour .",1,1,0
ProfessorPJ123,219740,"July 8, 2016",25.7 hrs on record,Recommended,1,0,"now , onto the positives , i love the pixel graphics and music , and i did enjoy some of the characters too , the idea of using your tools less energy is one i did like , even though it got annoying at times .",1,1,0
CujotheWolf,698780,"March 6, 2016",172.2 hrs on record,Recommended,1,0,The graphics remind me of Monkey Island .,1,0,1
Edock,113200,"August 25, 2016",72.8 hrs on record,Recommended,1,0,What a beautiful game .,1,1,0
A Single Xanax,219740,"October 24, 2014",37.8 hrs on record,Recommended,0,0,"If you are a fan of survival games with an amazing art style , the this game is for you Not only do I love the art style of this game , but I also love the whole atmosphere of it .",1,1,1
Flaez,253230,"July 26, 2016",18.6 hrs on record,Recommended,1,0, Fantastic dont let the graphics fool you been waiting for a game like this for a long long time and so far its exceeded my expecttions ( good score ),1,1,1
KRAUSER-SAMA,253230,"October 17, 2018",55.2 hrs on record,Recommended,218,8,"While the learning curve and graphics could be hit or miss for some initially , the game is still very much at least worth warranting a try ( the 2 hour steam refund policy isn't nearly enough , but it's better than nothing , unless you have a friend that owns the game or something ) .",1,0,0
EndoNerd,113200,"August 3, 2016",176.5 hrs on record,Recommended,1,0,"Remember the days of Harvest Moon SNES How incredibly awesome the gameplay was The graphics were spot on and soothing If you are looking for a game like Harvest Moon , look no further .",1,1,0
NelsontheHammer,4000,"July 11, 2014",84.8 hrs on record,Recommended,1,0,"Getting bored with role playing and want to play sort of a fps with your friends , murder or ttt is something you should try .",0,-2,-2
Eddy63,219740,"July 16, 2016",584.4 hrs on record,Recommended,54,5,it's also a proof of concept that a good game doesn't need good graphics .,1,-1,0
♥ Onee~Chan ♥,698780,"October 24, 2017",4.5 hrs on record,Recommended,5,0,"Atmosphere : Well drawn classrooms and good ambients to make you feel much more emotions during scenes like Spending time with your childhood friend , a much more lighter colour of the atmosphere is used instead of the darker tone colours , making you feel a warm fuzzy feeling inside : 3 .",1,1,0
Solus,219740,"August 19, 2018",16.8 hrs on record,Recommended,13,7,"A Hat in Time is a fun , beautiful , adorable , funny , charming 3D platformer that could still use some polish .",1,1,0
CrazedG,219740,"July 13, 2013",12.0 hrs on record,Recommended,1,0,it's pretty difficult too The atmosphere and the soundtracks are incredible with the vibe of the 80s .,1,1,1
51JBerger,219740,"December 12, 2017",12.9 hrs on record,Recommended,2,0,The 6th generation looking graphics remind me a lot of the Nintendo GameCube days .,1,0,1
pyronikfool,698780,"August 8, 2016",60.3 hrs on record,Recommended,1,0,"I personally give this game ( good score ) , on my scale , if it had better graphics , less repetitive and less frustrating raids / mood mechanics , maybe it would be perfect , and perfectly easier to beat for the higher difficulties .",1,-1,0
doing the obvious,253230,"July 20, 2014",9.0 hrs on record,Recommended,1,0,Not sure if I would be able to stomach the rather brutal things going on if it weren't for the intentionally low res graphics .,1,0,1
xsuperiorbeingx,219150,"June 24, 2014",41.6 hrs on record,Recommended,1,0,"Everything is great about this game : the music , the gameplay , the strategy , even the graphics in this game are good ( even though its 8 bit like ) .",1,1,0
Twerkman,253230,May 21,55.8 hrs on record,Recommended,39,7,When i first saw it i just thought it was some top down crappy graphics looking game .,1,-1,0
Cernepel,238460,"June 15, 2015",10.0 hrs on record,Recommended,1,0,"Great music , and atmosphere , gamplay is okay 10/11 would answer the phone again .",1,1,0
Under Water Squad,219150,"December 20, 2017","4,035.7 hrs on record",Recommended,5,1,"My sunset is the last glimpse of her smile as I drift into sleep dreaming of saving her from that electronic stronghold , that cruel yet beautiful digital twilight zone responsible for giving her to me and yet keeping her just out of my reach .",1,1,1
Mr. Bear,294100,"July 20, 2016",2.7 hrs on record,Recommended,4,0,There is something beautiful about RimWorld s complex ( yet simple ) gameplay .,0,-2,-2
SECURITY,698780,"October 26, 2018",15.5 hrs on record,Recommended,51,5,"I can't believe how can something be this creepy , sad , intelligent and beautiful at the same time .",1,1,0
BigBadBobUttley,219740,"October 11, 2017",600.6 hrs on record,Recommended,56,2,"Simple graphics , simple concept .",1,0,0
Tragedy,413150,"March 1, 2016",42.8 hrs on record,Recommended,1,0,"If you like harvest moon , story of seasons or rune factory then don't let the SNES era graphics fool you like they almost did to me .",1,1,0
Ioplop,294100,January 27,300.5 hrs on record,Recommended,26,3,"It isn't buggy , is well optimized , has good music and graphics that work really nice , and excelent gameplay .",1,1,0
"WELCOME, THRILLHO",105600,"June 28, 2016","1,230.2 hrs on record",Recommended,1,0,A cute homage to 90 s game graphics gone berserk .,1,1,1
Poon Conquerer,698780,"June 17, 2014",21.0 hrs on record,Recommended,1,0,"The atmosphere , the items , the characters , and the huge variety of enemies and bosses are what makes this game so great , and it will have you playing it over and over again .",1,1,0
Ben-zo,219740,"January 4, 2018",28.5 hrs on record,Recommended,12,0,"This game is beautiful , fun and cute as heck .",1,1,0
Quazyrage,294100,"January 21, 2017",368.5 hrs on record,Recommended,69,2,"I know what your thinking , look at the graphics , and 30 dollers wtf I said the same thing for a year looking at this game .",1,-1,1
adam,238460,"June 24, 2014",1.7 hrs on record,Recommended,1,0,"Though this game has a well made soundtrack , great graphics , and a creative backstory , the game lacks depth because of its poorly made combat system and over the top violence .",1,1,0
Angel Boy,253230,"October 27, 2017",16.0 hrs on record,Recommended,"2,421",944,"Doki doki is not oki doki I find myself losing some screws Due to heavy plot line i'm confused When I try to care They ruin slice of life atmosphere Where I don't belong Because i'm as quiet as a stone None of these girls wear a thong I thought I d write a poem About this crazy maze That loops around when it's light outside And makes me go insane I hear Sayori yell It gives my ears a scare And fills my mind with strange remorse What have I done to her I thought that we were friends But we can't make amends I trusted you but all you did Was break my heart and spit on me Not to mention you scared a girl That I was hitting on before You should ve been more honest Perhaps I didn't care that much You were the best of friends But in the end I took the blame I thought of spending time With Natsuki by my side We made a promise to one another To have fun with none other than each other Read manga , bathe in the sun But someone let us down Then our Yuri came to town And of course to ruin our fun , She desired it the most We weren't even close I don't know where she came from But that girl is insane , though .",1,-1,0
jc ham,219740,"March 26, 2013",43.4 hrs on record,Recommended,1,0,"Neon , garish , nauseating , eye catching , and unsteady beautiful and ugly at the same time , much like the rest of the game .",1,1,0
Aavak,238460,"July 15, 2016",513.3 hrs on record,Recommended,66,1,"That said , there s a lot of strategy involved , it just never feels like fun is taking a back seat to it The visual aesthetic closely resembles Prison Architect , so if you re familiar with that game , and enjoy the art style , then you'll find a lot to like about Rimworld s clean , sometimes cartoony graphics .",1,0,0
TofuGuy,219740,"January 24, 2014",1.9 hrs on record,Recommended,1,0,Fun mini game with creation and cute graphics,1,1,0
adam55101,4000,"July 11, 2016",211.5 hrs on record,Recommended,1,0,Pros : Awesome community Super fun Can do anything you desire Explosions Cars Guns Cons Bad graphics Upon buying this game and dowloading some addons heres what ive done saved a town from a zombie apocalypse by nuking it driveby tank shooting Flying bathtub Fought in ww1 Amputated limbs for fun ( good score ) best game,1,-1,0
Crab Dumpster,219740,"May 6, 2016",430.1 hrs on record,Recommended,1,0,"Throwback graphics that are cute but not kitschy , lots of skill try and mini game options , surprising amount of content , and fun mysteries that spin themselves out over time .",1,1,0
totallynotjon_,219740,"October 5, 2017",28.7 hrs on record,Recommended,40,0,+ Stunning visuals that perfectly blend sixth generation sensibilities with modern resolution / lighting / particle effects .,1,1,0
Mr. Smiles,294100,"March 13, 2017",635.1 hrs on record,Recommended,77,2,"The graphics are minimalistic , with characters / animals / mechanoids represented with simple , vector pawns that move on a 2d grid .",1,0,1
Xylitogum,238460,"December 17, 2016",428.2 hrs on record,Recommended,3,0,A Realistic game doesn't necessarily mean realistic graphics .,1,-1,0
Hartiche,253230,"June 27, 2016",66.8 hrs on record,Recommended,1,0,"Nice , well done , cool music , cool pixel graphics , different and interesting gameplays .",1,1,0
richie283,698780,"April 1, 2017",28.2 hrs on record,Recommended,7,2,"Don't let the simplistic graphics fool you , the depth of the simulation is pretty incredible .",1,1,0
Del Mingus,413150,"March 28, 2016",76.2 hrs on record,Recommended,1,1,The retro style graphics and great soundtrack gives this game its own unique character and charm .,1,1,0
JohnnyTheTHICC,4000,"March 26, 2016",20.2 hrs on record,Recommended,1,0,"Pros great pixel art scenery variety of characters remastered Harvest Moon calming challenging a good game to play when you are bored ( or angry ) Cons ( if there are any ) We need to have options to change sound , graphics etc .",1,1,0
Dunkan85,253230,"June 6, 2018",67.8 hrs on record,Recommended,61,6,"After spending basically every second of free time I had the last few days playing through this game , buying the soundtrack and for the first time in my life for a game actual merchandise and ruining any plans I had of having a half decent sleeping schedule for the rest of the week , it would be remissive of me NOT to write a review for what might very well be one of my new favourite games of all time , wouldn't it now i've personally taken to describing this game as Mario Odyssey for the people who don't care about Mario Odyssey , which I do think is probably the closest I could get to trying to sum up this crazy , disjointed , beautiful mess of a game .",0,-2,-2
Scooty Puff Sr.,219150,February 13,696.0 hrs on record,Recommended,3,0,Other considerations : Highly simplistic graphics .,1,1,0
JustCamille,4000,"December 21, 2013",14.0 hrs on record,Recommended,1,0,"This is a game I can certainly recomend Cutesy graphics , gorry in spirit , this game is here to provide you countless of hours of entertainment .",1,1,0
Anarchy,219150,"May 15, 2016",111.6 hrs on record,Recommended,1,0,The retro graphics really bring back memories of playing original games like Zelda and old school Harvest Moon on the Super Nintendo or Game Boy .,1,1,0
Dr. Heinz Doofenshmirtz,238460,"April 11, 2016",85.9 hrs on record,Recommended,1,0,"First of all is this game worth its money Yes for the price of 10 you get a farming game wich is just great its full of content and will be updated ( even with a multiplayer ) its relaxing , challenging and beautiful but its not all about the farming you will get to get friends , go fishing , go mining , get married , get animals , get equipment , etc .",1,1,0
鬼のグレイ,219740,"May 26, 2018",5.6 hrs on record,Recommended,25,15,The most beautiful game i've ever played in my life .,1,1,1
Iain1980,294100,"July 20, 2016",263.0 hrs on record,Recommended,1,0,Look past the old style graphics and it's a charming game .,1,1,1
Kali Archon,219740,"March 2, 2016",455.1 hrs on record,Recommended,1,0,"Also , people who complain about the graphics are annoying as well .",1,1,1
Midouri ミリ,219740,"September 12, 2018",400.7 hrs on record,Recommended,2,0,"i've added my positives and nitpicks / cons below , but overall my verdict is : If you love a collectathon game with vibrant atmosphere and experimental gameplay , this is it .",1,1,0
BerZerK,238460,"May 7, 2016",21.6 hrs on record,Recommended,1,0,"Hard as balls doesn't have a very satisfying story but it has great visuals , beautiful art design , challenging level design , FANTASTIC soundtrack , and smooth gameplay .",1,0,
Rinri,219740,"November 17, 2017",44.2 hrs on record,Recommended,10,1,"For example : One moment you re playing a pseudo stealth mission , then a murder mystery , then a speed running challenge to escape a train on the brink of destruction , to brief surival horror section Each world simply breaths atmosphere , never once the level felt bland .",1,1,0
The Noot Noot Man,238460,"March 19, 2016",9.5 hrs on record,Recommended,1,0,It has one helluva style and atmosphere .,1,1,1
Del Mingus,113200,"March 28, 2016",76.2 hrs on record,Recommended,1,1,The retro graphics are great and give the game a lot of its own unique character .,1,1,1
kianili,294100,"March 9, 2016",237.4 hrs on record,Recommended,0,0,"Where do I begin it's absolutely gorgeous The 2D pixel style game is challenging , fun , beautiful , and not to mention it's soundtrack It will certainly keep you couped up in your house for days it's both addictive and slow paced .",1,1,0
ThatOneGuyFromTheStore,219740,"July 5, 2015",103.1 hrs on record,Recommended,0,0,"I feel like the graphics should be improved , but I love the core concept .",1,-1,1
Lalke,253230,"October 20, 2017",27.5 hrs on record,Recommended,3,0,"The music and atmosphere are nothing short of incredible , and those two alone might keep me coming back to replay this game .",1,1,0
Shaxx,219740,January 27,56.7 hrs on record,Recommended,45,0,"It has everything that a platformer SHOULD have , from quirky characters , amazing level design , amazing 3D graphics with nice little touches of shine or luster and vibrance , superb musical scores , and an immense focus on exploration in certain worlds .",1,1,0
Dan Classic,219740,"June 20, 2015",7.5 hrs on record,Recommended,1,0,"I love everything about this game from the retro graphics , psycodelic story , over the top violence , and the superb soundtrack , seriously the songs are the best i've ever heard in a video game and fit perfectly .",1,1,0
JellyElite,253230,"October 11, 2017",42.8 hrs on record,Recommended,4,0,"Fun gameplay , amazing controls , great level design , beautiful music , and memorable characters .",1,1,0
shin,219150,"November 6, 2017",18.6 hrs on record,Recommended,16,0,"Get relaxed , obtain your favorite snack , some tea or coffee , put your feet up , and enjoy the playful atmosphere for a relaxing experience .",1,1,1
Caveira,4000,"March 14, 2016",923.0 hrs on record,Recommended,1,1,"The point is , The game is so malleable , That you can make it look as stupid or as beautiful as you want .",0,-2,-2
Tzion,698780,"May 19, 2017","1,128.5 hrs on record",Recommended,40,4,"The graphics may not look the best in the world , but it's a complex intelligent never boring game .",1,-1,0
Stevoisiak,219740,"October 22, 2017",102.5 hrs on record,Recommended,4,0,"This adorable game takes from the platforming greats of Banjo Kazooie , Super Mario Sunshine , and Psychonauts , then infuses it with the most cute and charming atmosphere i've ever seen in a game .",1,1,0
Kevelinu,253230,"October 12, 2017",17.4 hrs on record,Recommended,2,0,Great atmosphere .,1,1,1
WoNd3R T0A5T,253230,"November 11, 2015",199.3 hrs on record,Recommended,1,1,"Good graphics , fun to play , faster FPS than the console , custom heads , and I wreck people easily .",1,1,0
SCraig64,253230,"January 4, 2018",24.4 hrs on record,Recommended,8,0,"As simplistic as the facial animations are , the whole game is just beautiful to look at .",1,1,1
apljee,219740,"July 8, 2018",89.6 hrs on record,Recommended,4,0,"99 price tag , because it's early access , and the graphics look like Prison Architect but believe me when I tell you you will get all of your money s worth with this game .",1,0,1
